review,true_label,pred_label,confidence
" الحمد لله رب العالمين اخيرا بفضل الله سبحانه وتعالى وفى 126 صفحة انهيت وجبة رحاب بسام ارز بلبن لشخصين و إليكم النبأ فقط فى البداية كنت معجب و متحمس , ولكن فيما بعد حدث مايلى: جمال الدنيا و حقيقة الأشياء. فصل بارد وممل و يزهق , قرأته بالعافية مشفوعا بإحساس الزهق و القرف و ضياع الوقت. فإذا أضفنا إليه ""أعماق أعماقى "" الذى سكبت فيه حقـيـبـتها أمامنا بلاداعى ,نكون قد وصلنا إلى قمة الملل و الضغط النــفـسي, و السخافة المفرطة. كنست دماغها وقدمت لنا النتيجة . فى فصل "" فوضى التكوين "" فجأة أضحكتنى رحاب بعد ان فرستنى و امتصت طاقتى و اضاعت بقية رغبتى فى القراءة لها , أيضا لاحظت أنها تهيس فى هذا الفصل , فصل كله فوضى فعلا. فصل "" سقط سهوا"" رائع الخرتيت البمبي البطئ , أسباب بسيطة , لما الشتا يدق الببان ,جميل ايضا و الأجمل ""أن تنسي"" ""فى خطوات جديدة ""تنطلق باسترسال مباشر من القلب تافه بس رائع. خصوصا عندما تقول بتلقائية شديدة لكن انت طبعا كـالعادة مسكتنى من جناحاتى. الحقيقة انا كان نفسي يسيبها تساعد البنت الباكية. ""العالم صغير"" مدهش و ثرى و مختصر رحاب تتكلم, ودائما من الداخل من اعماق الأعماق بعكس كتاب آخرين مثل مصطفى محمود مثلا أشعر ان كتاباته كلها من الخارج فهو دائما خارج البعد الإنسانى لم يفتح قلبه ليتكلم مثل رحاب.على فكرة انا بنت عمتى اسمها رحاب برضو. نجمتين بس يا رحاب ",0,0,0.891
" لا خلاف علي أن الكتاب صادم للغاية، عبر فيه ميكيافيللي عن أراء وأفكار سياسية تتعارض مع الكثير من المبادئ والأخلاق، نبعت فيه مواقفة من قاعدة هو من أرسى مبادئها ""الغاية تبرر الوسيلة""، حيث كل شئ مباح للحكام والأمراء سعياً وراء ما أتفقت عليه رغبات البشر من نجاح وسيطرة وحكم، ففي سبيل ذلك يحق للحاكم أن يكذب وينقض عهده وينافق ويمكر لشعبه وينقلب علي من مد له يد العون وأن يغش ويخدع، ويصبح كل ذلك محمود بل ولا غني عنه للوصول للحكم والنجاح فيه. شخصياً،أفترضت خطأ أفكاره بحجة أن حكام أمثال عمر بن الخطاب وعمر بن عبد العزيز وصلاح الدين الأيوبي وسيف الدين قطز وغيرهم ممن نجحوا نجاح منقطع النظير فى الحكم لم تكن تلك شيمهم ولا مبادئهم، ولكني وجدت اختلاف أساسي مشترك بينهم في دوافعهم أنهم -جميعاً- لم يطمحوا للدنيا، وأهدافهم كانت أسمي من السيطرة والحكم، وهو إثبات أن أراء ميكيافيللي واقعية جداً طالما الهدف دنيوي بحت. المدهش في الكتاب أنك بعد قراءته إذا حاولت أن تنظر حولك ستجد أن كل ما قاله ذلك الرجل يحدث بكل تفاصيله في كل بلاد الأرض وبدقة مرعبة، وهو ما يطرح سؤال مهم، هل ميكيافيللي هو من غير شكل العالم بأفكاره وأراءه، أم أنه فقط كان صادق وواقعي في تسجيل الوجه القميئ للسياسة البشرية؟ ",2,1,0.888
 رواية سيئة المبنى والمعنى، لم أخرج منها بشيء على المستوى الفنّ] ولا على المستوى الأدبي، ولا على مستوى القيم الإنسانية. حتى الحبكة كانت مفضوحة :),0,1,0.983
 معجبة بأفكارة الفلسفية العميقة والتى أظهرها بأسلوب يتسم ببساطة وذكاء . توفيق الحكيم يخترق المثير من الخطوط الحمراء هذا الرجل جعلنى أشفق على الشيطان :),1,1,0.789
 جرعة كبييييييييييييييييييرة من التفاؤل ^_^,2,0,0.993
 أسلوبه جميل جدا بيحكى عن كمية المعاناه التى يراها الطلبه فى التعليم هذه اﻷيام وعن ان فى ناس مش بتتعلم اصلا !!,2,0,0.517
 مصرى مضحك,0,1,0.979
 عمل جيد للغاية ولكن لا يتخطي حدود الاثارة والتشويق,1,0,0.988
 جرعات أدبية خفيفية عبارة عن أبيات منوعة عربية و غربية . شدت غازي ، فشرحها بإسلوبه و بين رأيه فيها و نقدها,1,2,0.696
 خفِيف على القلب . و لذيذ !,0,0,0.983
 أصابتني بالغثيان . إشتهاء انثى ميته!!!! . وما أدنى من ذلك توقعت أن أجد أجمل عند عبده خال,0,1,0.99
 كثيرون أشادوا بها.كاتبها يجيد السرد بالفعل و هذا ما جعلنى أستمر بالقراءة لآخر صفحة رغم التحفظات على وصفه مواقف بعينها حيث كان الجنس و الحب مادتان فى صفحات كثيرة من كيان شخصيات الرواية.ولا أعرف هل هذا كان متطلبا من أجل تغطية نفسية و ثقافة فئة بعينها أم لا.ولكن لم يخف علىّ هذا التشابه الجلى بين يوسف والكاتب فكلاهما درس الهندسة و التصوير و الاخراج هواية مشتركة بينهما.وكونه لم يستخدم النوعية التى انتقدتها من السرد فى وصف علاقته بسارة يدل عل صحة زعمى.وكان لابد له أن يلتزم نمطا واحدا من السرد .وهذا يجعلنى أشير الى أن يوسف وسارة لهما وجود حقيقى هلى أرض الواقع وان كان ليس فى اطار الرواية .مما أوقع الكاتب فى فخ الازدواجية بين ما يجب أن يكتب و ما يحب أن يسطر. ,0,1,0.954
 توظيف الأقلام الصحفية لخدمة الأنظمة الإعتقال العشوائي و كيف للنظام أن يكون هشاً بحيث يخاف من شعبه وأشد ما هالني . توظيف المعتوهين لتعذيب المعتقلين ! كتابٌ لا يزيدك إلا بغضاً وكرهاً لكل الأنظمة العربية بلا استثناء و لا أخفي بغضي لكل العساكر والجنود بعد انتهائي منه ورغم اختيار الكاتب لأرق العبارات في وصفه لما حصل من تعذيب إلا أنه آلمني بقدر الصور التي تخيلتها في ذهني ,1,1,0.996
 قرات هذ الكتاب من اكتر من ٢٥ سنة ، و مازلت اعيد قراءته علي مدار السنين. ممتع جدا,2,0,0.986
 كتاب أكثر من رائع . يصور الأشياء وكأنك تراها حاضرة أمامك . من أروع الكتب التي قرأتها للعبقري طه حسين,2,0,0.993
 خوب بود .,2,0,0.743
 سيئة لم أستطع إكمالها,0,1,0.893
" كتاب طريف ظريف حسيت انه اتكب على مراحل عمرية مختلفة يعنى فى بداية الكتاب بيحكى مجموعة من الطرفات للشباب الصغير والمراهقين لكن بفى الاخر تلاقى حكم والماظات للحياة بصفة عامة اكتر جزء عجبنى بتاع المثل الاعلى واسمحلى اقتبس جزء عشان الجزء ده بيمسلنى قوى اذا اخترت عمر دياب فالشهرة هى اهم اهدافك فى الحياة ,تعشق الاختلاف والتمرد وفى مشاعرك تكبر , عندك لطشة الفن وحاسة التذوق الفنى عنيد ولا تتنازل عن زعامة شلة الاصدقاء ,قلبك رقيق ولكنك انفعالى وزعلك وحش تحتاج لشخص يوجه الطاقة المتفجرة بداخلك الى مسارها الصحيح انت لا تؤمن بقوة المذاكرة ولكنك من المستحيل ان ترسب ",1,2,0.579
 كتاب رائع لكن شيكاجو أروع :),1,0,0.951
 كتاب رائع جداً ،،،،، وقد صاحبني منذ مراهقتي إلى الان ،،،، ويصعب علي تخيل مكتبتي بدونه .,2,0,0.928
 قصة جمييله ظريفه قصيرة :),1,0,0.919
 تفشى الإحباط في مجتمعاتنا لأننا تخلينا عن الفرح انصرفنا عن البهجة ونسينا أن الأفراح الصغيرة وقود للأفراح الكبيرة. عبدالله المغلوث,1,1,0.596
" منعني القرف المتواصل من الاستمتاع بالرواية كمايفترض , فكرة الرواية مكررة, قصّتا حب محرّمة , الأولى بين مريم ومصطفى الذي روى لنا الأحداث , والثانية بين سيلفيا وعيد عشاب , المسلم الذي وقع في حبّ نصرانية عندما أنهي رواية قامت على مثل هذه الأفكار , أفكّر ! إلى ماذا يريد أن يصل الكاتب ؟ ما المطلوب مني أنا كقارئ أن أفعله ؟ انحطاط الأفكار والأهداف فيما يكتبه الروائيين موسف جداً الثلاث نجمات للغة واسيني وبعض فلسفته فقط أمّا النجمتين الباقية فأخذتها الفكرة , التعدي المفرط والشنيع والذي لا يُقبل أبداً على الذات الإلهية , و الوصف البذيء لما يحدث بينهما للأسف توقعت أن أجد واسيني أفضل من ذلك بكثير ",1,1,0.989
 عندما يكون معظم الشباب بعيدا عن الكتاب وجل اولوياته هي العبث وتبذير الوقت . عندما يكون أول كتاب يقرأوه هو كتاب من هذا النوع فلا يجب ان نستغرب النجاح الذي حققه. اتحدى ان تجد من بين الذين أعطوا هذا الكتاب تقييما جيدا قارئا حقيقيا,0,1,0.885
" من الناحية اللغوية فهو يمتلك الكثير ولكن لم أستطع إكمال الرواية بسبب شخصية ذلك الملول الذي أصبح لا يهتم بأي شيء حوله كل ما يهمه هو حالة التغيُّر و عدم التكرار , ولا يهم إن كان التغير سيضر من حوله طالما سيخرج من حالة الملل وهذا يدل على شخصية مصابة بهوس وكادت أن تصيبني بهوس قفزت للخاتمة وكأني كنت أشعر بأن الخاتمة ستكون كارثية , وهذا ما وجدته أنهى روايته بقوله [ أشعر بالملل ] . فشكرت ربي أني لم أكمل الرواية ",0,1,0.935
 حين يتجسد الملل وحشا ياكلك و تصبر حتي تصل لهدفك تلاقي نفسك اتاكلت و مع السلام عليكم لم احب تلك الروايه للاسف,0,1,0.903
 نجمتان للحديث الجميل عن إبراهيم الكوني,0,0,0.795
 هل فعلاً كان فى الثانية عشر عند كتابة هذه الكلمات، لا أكاد أصدق؟؟,1,2,0.99
 رواية كويسة بس بعد عزازيل فعشان كدة الناس _وانا منهم _ شايفاها قليلة,1,1,0.59
 ربما رأيت فيه نفسي :) لكن أيضاً توقعت الاكثر,1,2,0.501
" قذارة . عفن. جنس . دعارة . هذا هو ملخص الكتاب ببساطة. مجموعة من القصص الجنسية التي تليق بصحيفة صفراء و ليس بمفكر ولن أقول مفكر إسلامي. مجرد كتاب آخر من التي تداعب خيالات الشباب و الفتيات الجنسية في مرحلة المراهقة. نفس هذا الكلام حرفيا ينطبق علي كتاب مصطفى محمود الآخر "" اعترافات عشاق "". كلاهما نفس الشئ ",0,1,0.995
 قرأته من فترة طويلة لكنني أتذكر أنني ما حبيته كثير. اسلوب أحلام ما يناسبني ربما,1,0,0.395
 من روائع الأدب العالمي، التي تتصور فيها قيم الأنسانية,2,0,0.977
 كتاب أكثر من رائع !,1,0,0.977
 لم أجد فيه المتعة أو الفائدة المنشودة .فالكتاب لا توجد به كوميديا أو فن ساخر علي المستوي المرجو ( لم أضحك كثيراً بصراحة) وعلي مستوي تقديم معلومات أو نصائح علي مستوي العلاقات الزوجية لا يوجد به جديد تقريباً . أسم الكتاب وغلافه هو أحلي ما في الكتاب :),0,0,0.793
 لم تعجبني بسبب الترجمة أعتقد أنها مبتورة من المترجم سأبحث عن ترجمةأفضل .,0,2,0.786
 هذا الكتاب من أهم التي قرأتها في حياتي، ويغني عن قراءة عدة كتب ويجعلني أعيد النظر في تقييم الكتب السابقة,2,0,0.986
 الروايه تستمتع وانت بتقراها لكن لما تخلص وتفكر الاستفاده منها ايه او الكاتب بيوصل فكره ايه؟ تلاقى ان الروايه فيلم اكشن بل الادعى بياصل لفكره القضاء على جرائم كبيره من خلال ارتكاب البطل لجرائم صغيره هو ووالده وفى النهايه البطل بيعيش سعيد مع انه ارتكب 3 جرائم قتل . عجبتنى الحورات اللى فى القصه اوى وكمان الشخصيات وحياه كل شخصيه واسلوب تفكيرها فى الحياه بصراحه لو الروايه دى كان ليها هدف او بتدعو لمعنى من معانى الخير كانت هتكون عالميه لكن بافتقدها للهدف اصبحت فيلم اكشن امريكانى ,1,0,0.879
" دروس غازي القصيبي النقدية الأدبية مميزة لأنها تخاطب الجميع. رأي بسيط, مميز, واختيار أميز, في الخير والشر, مختص بغازي فقط. استفدت من الكتاب كثيرًا, في التعرف على بعض الأبيات, وعلى بعض الشعراء, وتعلمت من آراءوتعليقات الأستاذ غازي القصيبي.",1,0,0.992
 كتاب خفيف لم يخطر ببالي ان امارس القراءه في رمضان جاري انشاء خارطة الوعي الرمضاني شكرا للكاتب,1,0,0.945
 أعتقد أن هذه الرواية ليست مجرد رواية . إنها نظرية متكاملة . فلسفة قائمة بحد ذاتها . تجربة تصنف نفسك بقبل وبعد . قبل 1984 . وبعد 1984 . لابد أن تقرأ هذه الرواية لكي تضيف لنفسك بعد آخر . لن أتحدث كثيراً . إقرأها ولن تندم .,2,2,0.425
 قراءته سهلة والكوميديا الخاصة بأحمد حلمى سمة المقالات فيها مش كل المقالات ممتعة بس اراءه الشخصية دايما مختلفة وكل مقال ليه عبرة ويمكن اعجابى بأحمد الفنان سبب حبى للكتاب,1,0,0.985
 كتاب يجدر بنا ان نحتفظ به بالقرب منا، لنقرأه من حين إلى آخر.,2,0,0.974
 قد أغير رايي لاحقا لأنني مازلت تحت تأثير الكتاب وانبهاري بتقاطعه مع مااعيشه من يأس وحزن مؤخرا.شعرت اني فهمت كل كلمة من الرواي على اني لم اعش قصة حب مطلقا لكني اعرف هذا الحزن هو نفسه مهما اختلفت اسبابه.لم يكن لدي )مها( ترحل عني لكن احلامي ترحل كلما تقدم بي العمر أحاول نسيانها جاهدة. الشيء الذي لن اغير رايي فيه هو اللغة التي جعلت للتفاصيل الصغيرة تأثير السحر على النفس . قد أعود لاحقا ,1,1,0.857
 جميل -عمومًا- ولطيف، لكن فيه تكرار، وتفاوت في المستوى.,0,0,0.989
 صراحة مقدرش انكر ان الكتاب تحفةو احداثة رغم تزاحمها الا انها كانت مصوره بأحتراف لدرجة دخلتنى جواه و شدتنى اوووى وخلتنى اخلصة فى اقل من يومين بس انا معجبنيش !!فية النهاية الغريبة حسيت ان المفروض ان بالنهاية ابدأ حكاية تانية جديدة اعرف فيها اية اللى حصل,2,0,0.84
 لقد فاتنى أن أكون ملاكا,1,0,0.957
 الفصل الأول عبارة عن رواية مقسمة إلى فصول (منصور و رحلة بحثه عن البندقية لينضم للشباب الرابض أمام قلعة صفد و أخوه قاسم الذى تحدى الصعاب و تحمل المشقة حتى يصبح طبيبا و بعدها يرتمى فى أحضان اليهوديات و أبوهم الأب الفلسطينى الذى دائما يخاف عليهم و لكنه نقسه يستشهد فى عملية فدائية) الفصل الثانى عبارة عن مجموعة من القصص القصيرة و التى تخص القضية أيضا القصة الأخيرة (أم سعد) هى بداية لرواية أخرى شدتنى أخر قصتين :)) ,1,2,0.893
 استرسال . استرسال . استرسال لم تعجبني الرواية ابداً مللت كثيراً من التفاصيل الكثيرة التي لم ارى لها سبب لو انها فقط ذكرت كلمة وتركت الموقف يتحدث عن نفسه لكانت اكثر متعه وصدمتني النهاية المبتورة اعطيها نجمتين من اجل حياة المغتربين,0,1,0.58
 الروايه اكثر من رائعه بجد جزاك الله كل خير انا شخصيا استفدت منها وعرفت ان الادمان كل عاده سيئ مبنقدرش نتخلص منها وكنت متخيله اني عمري ماهغير عاداتي السلبيه بس الحمد لله بعد ماشفت صلاح حسيت ان اللي بشتكي منه ولا حاجه وان شاء الله التغيير ممكن,2,0,0.989
 مراجعة قديمة كتبتها في إحدى المنتديات حول الرواية الرواية سلسة جدا ولغتها واضحة ومشوقة وزادها جمالا العنصر التاريخي الذي تحتويه بالتركيز على حقبة تاريخية مهمة من تاريخ المسلمين بالإضافة إلى نجاح الكاتب في الربط بين الماضي والحاضر ونقلنا بين الأزمنة بطريقة جميلة فتارة نعيش الأجواء في تركيا وأخرى ننتقل للمغرب أعجبني في الرواية التفاصيل التي تشعرك بالمكان وكأنك فيه فقداستطعت تكوين صورة مكانية لكل الأماكن الموجودة في الرواية طريقة سرد الرواية كانت غير تقليدية من حيث سرعة الإيقاع و التنقل بين الشخصيات و هذا مما جعل الرواية غاية في التشويق. مما أعجبني أيضا في الرواية اللمسات اللاذعة من خلال بعض الإسقاطات لواقعنا العربي و بعض اللمسات الفكرية التي تخللت الرواية . مع ذلك الرواية لم تخلو من بعض العيوب كبساطة اللغة و سطحية الشخصيات (برأيي المتواضع)ولكن مع هذا. العمل بشكل عام يستحق القراءة لمتعة أسلوبه و خياله المتميز عن باقي الروايات العربية. ,1,0,0.926
 بالغ /ناقص في الوقت ذاته !,0,1,0.96
 حكاية تقليدية جدا! فتاة تعيش في سجن من صنع والدها المستبد! تحب واحد قروي بس ما ينجح مشروع الزواج! وتستمر الحكاية لكم فصل الأسلوب حلو *^*,1,1,0.444
