customer_id,gender,age,country,segment,join_date,recency,frequency,monetary,avg_txn_amt,total_points,cluster
CUST_27,Female,63,Qatar,Gold,2022-01-28,86,1,45.53,45.53,64,-1
CUST_28,Female,19,Qatar,Gold,2021-02-08,2,5,645.08,129.01600000000002,1790,-1
CUST_29,Male,24,Oman,Silver,2022-07-24,12,6,403.78,67.29666666666667,1226,-1
CUST_30,Male,26,Qatar,Silver,2021-05-24,67,7,1137.93,162.5614285714286,1686,2
CUST_31,Female,35,Oman,Gold,2023-05-07,8,6,827.32,137.88666666666668,1618,3
CUST_32,Female,21,Oman,Gold,2021-02-09,7,7,924.95,132.13571428571427,1779,2
CUST_33,Female,59,KSA,Silver,2022-03-17,67,7,845.91,120.8442857142857,1652,2
CUST_34,Male,22,Qatar,Gold,2022-04-10,58,7,1176.17,168.02428571428572,1338,2
CUST_35,Male,20,UAE,Silver,2022-07-11,303,3,314.72,104.90666666666668,314,-1
CUST_36,Male,50,Qatar,Silver,2021-06-14,39,5,908.64,181.728,1167,4
CUST_37,Male,64,UAE,Bronze,2022-09-28,19,9,1049.4,116.59999999999998,2299,-1
CUST_38,Female,21,Qatar,Silver,2021-04-08,50,8,1124.61,140.57625000000002,2309,1
CUST_39,Female,58,Oman,Bronze,2021-10-05,128,4,379.97,94.9925,974,6
CUST_40,Female,47,Qatar,Silver,2021-12-05,28,6,1021.8,170.29999999999998,1458,3
CUST_41,Male,32,KSA,Silver,2022-08-30,2,4,868.63,217.1575,754,-1
CUST_42,Female,64,Qatar,Bronze,2022-10-06,29,7,811.26,115.89428571428572,2292,2
CUST_43,Female,49,UAE,Gold,2022-08-27,85,8,1503.18,187.8975,1749,-1
CUST_44,Male,65,Oman,Bronze,2023-04-18,104,3,398.21,132.73666666666668,1008,5
CUST_45,Female,38,KSA,Gold,2021-10-17,105,4,606.03,151.5075,945,6
CUST_46,Male,52,UAE,Silver,2023-03-01,440,1,130.34,130.34,478,-1
CUST_47,Male,30,Qatar,Gold,2021-11-20,48,7,1379.34,197.04857142857145,1129,-1
CUST_48,Female,57,KSA,Gold,2021-01-26,259,1,250.1,250.1,421,-1
CUST_49,Female,20,UAE,Gold,2023-03-18,8,5,468.77,93.754,1517,-1
CUST_50,Female,47,Qatar,Silver,2021-06-07,42,3,378.63,126.21,574,5
CUST_51,Female,40,KSA,Bronze,2021-09-26,253,3,686.77,228.9233333333333,881,-1
CUST_52,Female,36,UAE,Silver,2023-03-06,48,8,1156.44,144.555,2037,1
CUST_53,Male,39,UAE,Gold,2021-08-04,74,7,1349.46,192.78,1372,-1
CUST_54,Male,58,KSA,Gold,2022-04-28,339,3,474.67,158.22333333333333,1116,-1
CUST_55,Female,50,KSA,Gold,2021-07-17,4,11,1582.73,143.88454545454545,2685,-1
CUST_56,Male,42,KSA,Bronze,2022-05-02,22,5,1102.65,220.53000000000003,1385,4
CUST_57,Male,52,UAE,Bronze,2021-09-12,217,3,414.14,138.04666666666668,746,-1
CUST_58,Male,52,Oman,Bronze,2021-09-22,16,2,357.35,178.675,202,-1
CUST_59,Male,28,Qatar,Bronze,2021-03-22,19,8,1323.78,165.4725,1821,1
CUST_60,Female,37,KSA,Gold,2021-01-22,86,3,562.02,187.34,604,5
CUST_61,Female,61,Oman,Silver,2022-02-12,98,7,1252.89,178.9842857142857,2096,-1
CUST_62,Male,24,KSA,Silver,2021-05-10,63,6,882.3399999999999,147.05666666666664,1302,3
CUST_63,Female,51,UAE,Gold,2021-04-20,379,3,402.15,134.04999999999998,613,-1
CUST_64,Male,60,Oman,Silver,2022-08-02,106,4,763.11,190.7775,957,6
CUST_65,Male,41,KSA,Gold,2022-03-16,6,6,1251.55,208.59166666666667,1023,-1
CUST_66,Male,44,Oman,Gold,2021-12-08,28,5,909.78,181.956,1267,4
CUST_67,Female,25,UAE,Gold,2023-04-28,39,2,486.75,243.375,191,-1
CUST_68,Male,43,Oman,Bronze,2022-04-08,50,5,778.97,155.794,969,4
CUST_69,Female,35,Oman,Bronze,2022-10-23,64,8,1110.28,138.785,1319,-1
CUST_70,Female,24,Qatar,Silver,2023-05-02,77,4,784.28,196.07,1436,6
CUST_71,Female,56,Qatar,Silver,2021-08-29,6,6,1065.18,177.53,831,-1
CUST_72,Female,30,Oman,Silver,2022-07-17,206,7,1070.97,152.99571428571429,2824,-1
CUST_73,Female,29,Qatar,Silver,2021-07-10,23,5,670.2,134.04000000000002,1251,4
CUST_74,Female,52,Oman,Bronze,2022-03-31,6,7,1282.51,183.21571428571428,2031,2
CUST_75,Male,61,Qatar,Gold,2022-05-09,2,9,1922.51,213.6122222222222,1707,-1
CUST_76,Female,20,KSA,Bronze,2022-02-02,20,5,974.01,194.802,1075,4
CUST_77,Male,60,Oman,Bronze,2021-06-14,115,6,1067.98,177.99666666666667,1585,3
CUST_78,Male,24,Qatar,Bronze,2023-04-29,39,7,1213.36,173.33714285714285,900,-1
CUST_79,Male,57,Qatar,Bronze,2023-01-12,81,7,1476.61,210.9442857142857,1500,-1
CUST_80,Male,61,Oman,Bronze,2022-10-24,82,5,946.92,189.384,1339,4
CUST_81,Male,40,UAE,Bronze,2023-04-11,239,1,206.66,206.66,393,-1
CUST_82,Female,64,KSA,Gold,2022-09-17,8,4,452.85,113.2125,834,6
CUST_83,Male,59,Qatar,Silver,2021-08-17,347,2,417.38,208.69,707,-1
CUST_84,Male,39,Oman,Gold,2022-05-19,94,7,1092.53,156.07571428571427,1611,2
CUST_85,Male,41,Qatar,Bronze,2022-12-20,12,3,555.79,185.2633333333333,1171,-1
CUST_86,Male,32,Qatar,Gold,2022-12-03,39,4,779.14,194.785,1357,6
CUST_87,Male,61,UAE,Silver,2022-02-07,24,10,1453.15,145.315,2055,-1
CUST_88,Male,38,Oman,Silver,2021-07-09,198,4,701.35,175.3375,1115,-1
CUST_89,Male,19,UAE,Silver,2021-02-24,142,4,782.04,195.51,538,-1
CUST_90,Male,34,KSA,Silver,2021-03-27,455,3,408.05,136.01666666666665,413,-1
CUST_91,Male,44,KSA,Silver,2023-04-16,243,4,705.62,176.405,1818,-1
CUST_92,Male,62,Oman,Silver,2022-03-22,28,10,1950.25,195.025,2143,-1
CUST_93,Male,36,Oman,Gold,2022-09-23,167,2,287.44,143.72,242,-1
CUST_94,Female,24,Oman,Silver,2021-10-29,263,3,387.07,129.02333333333334,328,-1
CUST_95,Male,24,Oman,Bronze,2022-02-01,46,4,517.74,129.435,1473,6
CUST_96,Male,19,Oman,Silver,2021-10-25,89,6,1007.54,167.92333333333332,683,-1
CUST_97,Female,26,KSA,Gold,2022-05-27,71,5,931.84,186.368,1556,4
CUST_98,Male,64,Qatar,Bronze,2022-02-05,259,4,572.02,143.005,637,-1
CUST_99,Male,56,KSA,Bronze,2022-05-10,118,2,253.2,126.6,120,-1
CUST_100,Female,24,Oman,Bronze,2023-05-19,97,4,689.23,172.3075,1242,6
CUST_101,Male,53,Qatar,Silver,2021-06-22,19,3,533.19,177.73000000000002,964,5
CUST_102,Male,42,KSA,Silver,2021-09-29,65,6,1053.34,175.5566666666667,1566,3
CUST_103,Male,32,UAE,Gold,2022-05-04,62,4,447.87,111.9675,1356,6
CUST_104,Male,26,Oman,Silver,2021-12-12,40,5,597.24,119.448,1507,4
CUST_105,Male,35,UAE,Silver,2022-02-17,36,7,959.42,137.06,1440,2
CUST_106,Male,57,Oman,Bronze,2023-03-28,221,5,716.91,143.382,1466,-1
CUST_107,Female,47,Oman,Silver,2021-09-16,37,7,1089.17,155.5957142857143,2530,-1
CUST_108,Male,26,Qatar,Silver,2023-01-03,44,8,1138.13,142.26625,1070,-1
CUST_109,Female,51,Qatar,Gold,2023-05-16,191,8,893.97,111.74625,1555,-1
CUST_110,Male,22,Oman,Silver,2022-02-27,76,6,689.61,114.935,1097,3
CUST_111,Female,24,KSA,Silver,2021-03-15,90,4,640.86,160.215,788,6
CUST_112,Male,58,Qatar,Silver,2022-12-06,12,4,607.8499999999999,151.96249999999998,1066,6
CUST_113,Female,19,Qatar,Gold,2021-09-24,80,5,779.84,155.96800000000002,1652,4
CUST_114,Male,40,Oman,Silver,2022-10-03,106,3,392.47,130.82333333333335,1284,-1
CUST_115,Female,63,UAE,Silver,2022-12-01,175,7,1090.64,155.8057142857143,1290,-1
CUST_116,Female,37,Oman,Bronze,2022-03-02,168,3,550.25,183.41666666666663,934,-1
CUST_117,Male,32,KSA,Gold,2021-11-02,85,4,273.11,68.2775,1216,-1
CUST_118,Female,45,UAE,Silver,2021-07-03,14,6,976.54,162.75666666666666,1218,3
CUST_119,Male,30,Qatar,Bronze,2022-07-03,386,4,1012.68,253.17,995,-1
CUST_120,Male,58,KSA,Silver,2021-10-21,73,7,721.3000000000001,103.04285714285716,1286,-1
CUST_121,Male,36,UAE,Silver,2022-01-07,31,5,616.63,123.326,1992,-1
CUST_122,Male,60,KSA,Silver,2023-06-13,36,7,1241.08,177.29714285714286,1994,2
CUST_123,Male,37,UAE,Silver,2023-04-07,112,5,803.6700000000001,160.734,1230,4
CUST_124,Female,37,Oman,Gold,2022-03-11,94,6,938.97,156.495,1530,3
CUST_125,Female,24,UAE,Bronze,2023-04-07,106,5,810.64,162.128,1481,4
CUST_126,Male,20,UAE,Silver,2023-02-24,84,4,841.87,210.4675,597,-1
CUST_127,Female,32,UAE,Bronze,2022-11-21,128,4,456.67,114.1675,1377,-1
CUST_128,Male,38,Qatar,Silver,2021-06-23,256,3,623.9399999999999,207.98,715,-1
CUST_129,Male,61,UAE,Gold,2022-07-28,231,5,603.16,120.632,1260,-1
CUST_130,Female,22,KSA,Silver,2022-04-15,91,2,368.03,184.015,746,-1
CUST_131,Male,38,Oman,Bronze,2022-05-17,19,2,265.16,132.57999999999998,243,-1
CUST_132,Female,30,UAE,Bronze,2022-05-29,28,1,18.98,18.98,161,-1
CUST_133,Female,36,Qatar,Silver,2021-04-09,50,7,1188.38,169.76857142857145,1278,2
CUST_134,Female,18,UAE,Bronze,2022-08-07,38,7,1010.3,144.32857142857142,2333,2
CUST_135,Male,52,KSA,Gold,2021-07-16,38,7,1380.85,197.2642857142857,1893,2
CUST_136,Male,43,Qatar,Gold,2022-08-03,81,5,550.54,110.108,727,-1
CUST_137,Female,38,Qatar,Gold,2022-09-12,203,2,293.71,146.855,144,-1
CUST_138,Male,47,Oman,Silver,2021-06-08,15,7,1185.02,169.28857142857143,2325,2
CUST_139,Male,44,Qatar,Bronze,2021-11-26,79,6,543.46,90.57666666666668,1389,-1
CUST_140,Male,51,UAE,Gold,2022-04-09,37,7,1184.26,169.18,1417,2
CUST_141,Female,38,Oman,Gold,2021-09-01,19,2,224.26,112.13,314,-1
CUST_142,Male,18,UAE,Silver,2022-02-28,44,4,670.47,167.6175,969,6
CUST_143,Male,60,UAE,Bronze,2022-08-17,196,4,720.97,180.2425,918,-1
CUST_144,Male,18,KSA,Gold,2023-02-26,118,3,424.3,141.4333333333333,719,5
CUST_145,Female,30,Oman,Bronze,2021-01-01,78,4,305.8,76.45,815,-1
CUST_146,Female,51,Oman,Bronze,2021-06-07,12,5,1195.87,239.174,944,-1
CUST_147,Male,21,KSA,Gold,2021-06-14,64,6,1149.23,191.53833333333333,1425,3
CUST_148,Male,21,UAE,Silver,2022-04-11,153,6,886.29,147.715,1315,-1
CUST_149,Male,28,KSA,Bronze,2022-08-08,10,5,847.34,169.46800000000002,1169,4
CUST_150,Female,42,Oman,Gold,2022-08-28,69,4,555.1,138.775,1127,6
CUST_151,Female,35,UAE,Silver,2021-04-26,38,3,359.85,119.95,547,5
CUST_152,Male,55,UAE,Silver,2023-05-22,192,5,605.5699999999999,121.114,1530,-1
CUST_153,Male,47,KSA,Bronze,2021-01-03,58,5,891.23,178.246,879,4
CUST_154,Male,62,Qatar,Gold,2022-11-11,41,7,980.9,140.12857142857143,1166,2
CUST_155,Female,31,Qatar,Bronze,2022-11-10,22,4,792.96,198.24,1156,6
CUST_156,Male,37,KSA,Bronze,2023-02-27,208,3,116.92,38.973333333333336,449,-1
CUST_157,Male,53,Oman,Bronze,2022-02-04,289,5,933.09,186.618,1419,-1
CUST_158,Female,57,Qatar,Silver,2022-11-02,14,6,1078.14,179.68999999999997,1852,3
CUST_159,Male,21,KSA,Bronze,2022-09-16,257,2,276.5,138.25,229,-1
CUST_160,Male,41,Qatar,Bronze,2021-08-24,142,5,936.28,187.256,612,-1
CUST_161,Female,47,KSA,Bronze,2022-06-01,94,5,733.87,146.774,1535,4
CUST_162,Male,34,Oman,Bronze,2022-10-28,312,2,215.62,107.81,594,-1
CUST_163,Male,45,UAE,Bronze,2021-08-09,23,6,956.98,159.49666666666667,1561,3
CUST_164,Male,40,Qatar,Bronze,2022-09-07,12,9,1265.46,140.60666666666668,2263,1
CUST_165,Female,31,UAE,Bronze,2022-05-15,368,2,358.07,179.035,569,-1
CUST_166,Male,55,Oman,Gold,2022-10-14,18,6,841.94,140.32333333333335,1070,3
CUST_167,Male,61,Qatar,Gold,2021-10-06,108,4,653.1099999999999,163.27749999999995,1673,-1
CUST_168,Female,54,Qatar,Bronze,2022-03-15,26,6,970.15,161.69166666666666,1363,3
CUST_169,Male,59,UAE,Gold,2022-11-06,118,2,489.05,244.525,312,-1
CUST_170,Male,35,Qatar,Silver,2022-04-21,13,11,1566.6799999999998,142.42545454545453,3405,-1
CUST_171,Male,22,UAE,Silver,2022-07-09,14,9,1641.19,182.35444444444445,3064,-1
CUST_172,Male,50,Qatar,Silver,2022-10-04,29,2,459.89,229.945,679,-1
CUST_173,Female,52,Oman,Silver,2023-03-13,5,8,1015.39,126.92375,2452,1
CUST_174,Female,20,UAE,Bronze,2022-08-24,25,6,1124.33,187.3883333333333,1415,3
CUST_175,Male,44,KSA,Bronze,2023-06-09,267,2,257.14,128.57,413,-1
CUST_176,Female,40,UAE,Silver,2023-03-10,103,6,909.37,151.56166666666667,1415,3
CUST_177,Male,19,UAE,Bronze,2022-11-04,65,10,1724.49,172.449,2377,-1
CUST_178,Male,40,Oman,Gold,2022-10-16,100,6,849.06,141.51,910,-1
CUST_179,Female,36,KSA,Bronze,2021-03-24,11,5,419.62,83.924,1691,-1
CUST_180,Female,46,Qatar,Bronze,2022-11-12,247,4,680.13,170.0325,799,-1
CUST_181,Male,39,Qatar,Bronze,2021-05-31,148,5,609.23,121.846,1126,4
CUST_182,Female,58,Oman,Bronze,2023-02-17,205,3,397.8,132.6,571,-1
CUST_183,Female,45,UAE,Gold,2021-01-26,73,6,1116.05,186.00833333333333,1338,3
CUST_184,Female,62,UAE,Gold,2021-04-17,148,4,533.12,133.28,1048,6
CUST_185,Male,42,KSA,Silver,2023-03-11,128,5,736.35,147.27,1612,4
CUST_186,Male,36,Qatar,Silver,2022-12-22,41,4,617.19,154.2975,621,6
CUST_187,Male,18,KSA,Silver,2022-11-26,89,7,1570.8,224.4,2196,-1
CUST_188,Male,43,Oman,Gold,2021-04-29,71,4,718.79,179.6975,858,6
CUST_189,Female,45,UAE,Bronze,2021-11-12,238,5,358.5,71.7,1400,-1
CUST_190,Female,62,Oman,Gold,2022-01-04,13,5,708.98,141.796,1230,4
CUST_191,Female,52,Oman,Silver,2023-05-08,125,6,1066.91,177.81833333333336,1528,3
CUST_192,Female,42,KSA,Gold,2021-10-23,23,5,599.64,119.928,1068,4
CUST_193,Male,39,Oman,Gold,2022-12-04,10,5,847.97,169.594,1850,-1
CUST_194,Male,57,UAE,Bronze,2022-11-17,339,3,686.0,228.66666666666663,981,-1
CUST_195,Male,63,Oman,Gold,2021-02-28,8,6,638.52,106.42,1758,3
CUST_196,Female,37,UAE,Bronze,2021-10-01,67,4,656.25,164.0625,899,6
CUST_197,Female,26,UAE,Bronze,2021-01-15,106,3,669.31,223.10333333333327,698,5
CUST_198,Male,30,UAE,Silver,2021-06-07,13,9,1106.68,122.96444444444444,2111,-1
CUST_199,Female,40,Oman,Gold,2023-03-11,133,4,277.61,69.4025,1180,-1
CUST_200,Female,53,KSA,Bronze,2021-08-08,166,4,590.34,147.585,794,6
CUST_202,Female,40,KSA,Silver,2022-01-04,161,4,434.27,108.5675,905,6
CUST_203,Female,53,Qatar,Silver,2022-06-06,3,9,1468.45,163.16111111111113,2268,-1
CUST_204,Female,19,Oman,Silver,2023-06-17,71,4,483.69,120.9225,1345,6
CUST_205,Female,51,KSA,Bronze,2021-10-01,399,2,353.39,176.695,318,-1
CUST_206,Female,50,Oman,Gold,2022-02-15,16,4,649.9,162.475,1057,6
CUST_207,Male,21,UAE,Gold,2021-08-18,46,4,765.3199999999999,191.33,930,6
CUST_208,Female,34,Oman,Bronze,2021-12-18,268,3,653.26,217.75333333333333,836,-1
CUST_209,Female,33,KSA,Silver,2021-09-29,178,3,371.72,123.90666666666664,1147,-1
CUST_210,Female,26,Qatar,Bronze,2022-04-01,47,7,1004.71,143.53,1092,-1
CUST_211,Female,36,Oman,Gold,2022-10-04,89,6,933.1,155.51666666666665,1696,3
CUST_212,Male,62,Qatar,Silver,2021-10-21,48,2,449.33,224.665,646,-1
CUST_213,Female,60,Oman,Gold,2021-02-06,27,10,1535.92,153.592,1477,-1
CUST_214,Male,48,UAE,Silver,2023-02-23,203,8,1147.6,143.45000000000002,2232,-1
CUST_215,Female,59,UAE,Gold,2022-09-10,39,10,1896.58,189.658,2164,-1
CUST_216,Male,55,Oman,Bronze,2022-06-20,107,2,314.3,157.15,288,-1
CUST_217,Male,52,Oman,Silver,2021-05-04,19,3,477.97,159.32333333333332,773,5
CUST_218,Female,38,Qatar,Gold,2022-11-02,6,7,1670.64,238.66285714285715,1602,-1
CUST_219,Male,60,KSA,Gold,2021-07-02,13,6,824.43,137.405,1462,3
CUST_220,Male,36,UAE,Bronze,2022-10-26,5,4,644.36,161.09,957,6
CUST_221,Female,47,UAE,Gold,2022-11-15,68,5,890.0899999999999,178.01799999999997,1516,4
CUST_222,Male,24,Oman,Silver,2022-06-17,26,1,30.31,30.31,73,-1
CUST_223,Female,36,KSA,Silver,2022-12-15,273,3,238.8,79.60000000000001,934,-1
CUST_224,Female,52,UAE,Bronze,2021-02-22,98,8,1042.72,130.34,1876,-1
CUST_225,Female,56,KSA,Silver,2022-06-17,131,3,752.71,250.9033333333333,975,-1
CUST_226,Female,32,Oman,Bronze,2021-04-12,134,3,430.27,143.42333333333332,979,5
CUST_227,Female,48,Qatar,Bronze,2023-02-28,159,4,647.39,161.8475,904,6
CUST_228,Female,48,Oman,Bronze,2021-07-30,71,4,805.0,201.25,1029,6
CUST_229,Male,63,Oman,Gold,2022-06-14,187,4,591.12,147.78,1161,6
CUST_230,Male,62,Oman,Silver,2022-02-05,91,5,865.22,173.044,793,4
CUST_231,Female,64,Qatar,Bronze,2022-01-28,3,5,772.57,154.514,803,4
CUST_232,Male,52,Qatar,Gold,2022-11-22,81,3,411.45,137.15,944,5
CUST_233,Female,58,Qatar,Gold,2021-03-25,25,7,1323.31,189.0442857142857,1789,2
CUST_234,Male,62,Oman,Bronze,2023-01-14,61,3,353.78,117.92666666666666,939,5
CUST_235,Male,58,UAE,Silver,2023-01-24,60,3,462.66,154.22,858,5
CUST_236,Male,26,Oman,Gold,2021-07-18,284,2,519.8199999999999,259.91,366,-1
CUST_237,Female,62,Oman,Silver,2022-01-15,69,5,862.8000000000001,172.56,1113,4
CUST_238,Male,58,Qatar,Silver,2021-03-05,43,6,706.51,117.75166666666668,1678,3
CUST_239,Female,52,Oman,Silver,2022-09-29,1,2,169.72,84.86,548,-1
CUST_240,Female,41,UAE,Bronze,2022-08-10,66,8,1289.85,161.23125,2073,1
CUST_241,Female,51,UAE,Gold,2021-06-24,497,1,222.05,222.05,332,-1
CUST_242,Female,51,KSA,Silver,2021-02-05,166,5,498.52,99.704,1312,-1
CUST_243,Male,24,KSA,Silver,2023-06-07,158,5,702.73,140.546,1907,-1
CUST_244,Female,24,KSA,Bronze,2022-08-19,369,4,540.33,135.0825,764,-1
CUST_245,Female,38,KSA,Gold,2021-08-30,11,2,260.82,130.41,204,-1
CUST_246,Female,62,UAE,Bronze,2021-06-30,391,3,622.12,207.3733333333333,239,-1
CUST_247,Female,40,Qatar,Silver,2021-07-05,263,1,45.02,45.02,299,-1
CUST_248,Male,42,KSA,Bronze,2021-03-21,12,7,1199.37,171.3385714285714,1343,2
CUST_249,Female,31,Qatar,Gold,2022-04-22,100,8,1384.91,173.11374999999998,2453,-1
CUST_250,Female,56,KSA,Bronze,2023-03-14,256,3,665.3299999999999,221.77666666666664,457,-1
CUST_251,Female,30,KSA,Silver,2023-04-22,186,2,199.09,99.545,548,-1
CUST_252,Male,27,KSA,Gold,2022-12-19,2,5,834.79,166.958,1696,4
CUST_253,Female,58,UAE,Gold,2022-04-21,283,4,370.44,92.61,1197,-1
CUST_254,Male,20,Oman,Gold,2022-06-22,157,8,1162.74,145.3425,1542,-1
CUST_255,Female,42,KSA,Silver,2023-03-11,199,7,1462.47,208.92428571428573,2217,-1
CUST_256,Male,31,Qatar,Bronze,2021-10-08,306,2,288.21,144.105,394,-1
CUST_257,Male,29,Oman,Gold,2022-03-02,231,6,869.4,144.9,1584,-1
CUST_258,Female,43,Qatar,Gold,2021-09-09,53,4,751.63,187.9075,621,6
CUST_259,Female,58,KSA,Bronze,2022-12-29,200,6,1131.2,188.53333333333333,2242,-1
CUST_260,Female,20,KSA,Silver,2023-04-05,125,5,782.3199999999999,156.464,1668,4
CUST_261,Male,41,UAE,Silver,2021-06-04,58,8,1405.96,175.745,1928,1
CUST_262,Male,40,UAE,Silver,2022-11-26,259,1,161.42,161.42,202,-1
CUST_263,Male,60,Oman,Bronze,2021-05-14,266,3,176.05,58.68333333333334,924,-1
CUST_264,Male,34,Qatar,Bronze,2022-01-10,11,5,477.98,95.596,1070,-1
CUST_265,Male,42,UAE,Bronze,2022-01-08,131,3,474.04,158.01333333333332,858,5
CUST_266,Male,64,KSA,Silver,2023-02-09,72,9,1655.77,183.97444444444443,2511,-1
CUST_267,Female,27,KSA,Silver,2021-10-22,87,3,582.71,194.23666666666668,959,5
CUST_268,Female,64,Qatar,Gold,2021-02-06,97,3,577.8299999999999,192.61,941,5
CUST_269,Female,22,UAE,Gold,2021-02-16,21,5,1203.09,240.618,1991,-1
CUST_270,Male,18,Qatar,Silver,2022-09-20,37,2,136.38,68.19,457,-1
CUST_271,Male,48,Qatar,Bronze,2022-11-03,127,5,864.91,172.982,938,4
CUST_272,Male,35,UAE,Bronze,2021-06-19,83,10,1054.62,105.46200000000002,2742,-1
CUST_273,Male,41,Oman,Bronze,2022-05-19,59,6,1094.7800000000002,182.46333333333337,1912,3
CUST_274,Male,32,Qatar,Silver,2023-03-25,48,5,713.01,142.602,903,4
CUST_275,Female,33,Qatar,Bronze,2022-01-02,48,7,690.4300000000001,98.63285714285716,1682,-1
CUST_276,Male,51,KSA,Bronze,2022-07-23,117,4,586.0799999999999,146.51999999999998,791,6
CUST_277,Male,57,Oman,Silver,2021-09-24,461,3,588.48,196.16,328,-1
CUST_278,Female,55,UAE,Gold,2022-06-27,217,3,612.65,204.21666666666667,618,-1
CUST_279,Female,63,Qatar,Silver,2023-06-15,52,2,416.69,208.345,505,0
CUST_280,Male,30,UAE,Silver,2022-12-30,12,5,904.16,180.832,1100,4
CUST_281,Male,43,Oman,Gold,2022-10-01,218,5,876.72,175.344,1391,-1
CUST_282,Female,18,Qatar,Silver,2022-08-15,91,6,705.69,117.615,1661,3
CUST_283,Female,19,UAE,Silver,2022-04-12,29,6,1100.53,183.42166666666665,1369,3
CUST_284,Female,18,Qatar,Silver,2023-04-07,381,1,258.78,258.78,463,-1
CUST_285,Female,40,Qatar,Bronze,2022-11-27,195,4,685.62,171.405,857,6
CUST_286,Male,59,Oman,Silver,2022-09-02,88,6,815.41,135.90166666666667,1814,3
CUST_287,Female,55,Oman,Bronze,2022-07-02,100,5,725.23,145.046,1125,4
CUST_288,Male,28,KSA,Gold,2022-12-30,79,6,758.05,126.34166666666664,1467,3
CUST_289,Male,20,Qatar,Gold,2021-10-24,72,7,1142.5,163.21428571428572,1767,2
CUST_290,Male,43,KSA,Bronze,2021-01-19,104,4,611.19,152.7975,503,-1
CUST_291,Male,20,Oman,Bronze,2021-03-07,541,1,58.85,58.85,83,-1
CUST_292,Male,65,KSA,Silver,2022-04-26,52,4,715.0799999999999,178.76999999999998,571,6
CUST_293,Male,39,UAE,Bronze,2023-02-17,331,4,497.15,124.2875,1273,-1
CUST_294,Male,37,KSA,Gold,2023-03-28,83,4,293.26,73.315,1102,-1
CUST_295,Male,53,Oman,Gold,2023-05-07,40,4,700.03,175.0075,1137,6
CUST_296,Male,31,KSA,Bronze,2021-05-17,178,2,91.31,45.655,437,-1
CUST_297,Male,35,UAE,Bronze,2022-02-26,3,4,382.35,95.5875,1459,-1
CUST_298,Male,58,Qatar,Silver,2023-03-01,31,8,1591.34,198.9175,1514,-1
CUST_299,Male,27,Qatar,Bronze,2021-11-02,69,2,178.2,89.1,869,-1
CUST_300,Male,28,Qatar,Gold,2022-09-01,367,3,551.99,183.99666666666667,912,-1
CUST_301,Male,32,KSA,Bronze,2021-01-23,84,4,615.69,153.9225,1020,6
CUST_302,Male,19,UAE,Gold,2021-02-27,14,4,665.85,166.4625,541,-1
CUST_303,Female,51,KSA,Bronze,2021-05-13,182,1,28.71,28.71,20,-1
