customer_id,gender,age,country,segment,join_date
CUST_84,Male,39,Oman,Gold,2022-05-19
CUST_85,Male,41,Qatar,Bronze,2022-12-20
CUST_86,Male,32,Qatar,Gold,2022-12-03
CUST_87,Male,61,UAE,Silver,2022-02-07
CUST_88,Male,38,Oman,Silver,2021-07-09
CUST_89,Male,19,UAE,Silver,2021-02-24
CUST_90,Male,34,KSA,Silver,2021-03-27
CUST_91,Male,44,KSA,Silver,2023-04-16
CUST_92,Male,62,Oman,Silver,2022-03-22
CUST_93,Male,36,Oman,Gold,2022-09-23
CUST_94,Female,24,Oman,Silver,2021-10-29
CUST_95,Male,24,Oman,Bronze,2022-02-01
CUST_96,Male,19,Oman,Silver,2021-10-25
CUST_97,Female,26,KSA,Gold,2022-05-27
CUST_98,Male,64,Qatar,Bronze,2022-02-05
CUST_99,Male,56,KSA,Bronze,2022-05-10
CUST_100,Female,24,Oman,Bronze,2023-05-19
CUST_101,Male,53,Qatar,Silver,2021-06-22
CUST_102,Male,42,KSA,Silver,2021-09-29
CUST_103,Male,32,UAE,Gold,2022-05-04
CUST_104,Male,26,Oman,Silver,2021-12-12
CUST_105,Male,35,UAE,Silver,2022-02-17
CUST_106,Male,57,Oman,Bronze,2023-03-28
CUST_107,Female,47,Oman,Silver,2021-09-16
CUST_108,Male,26,Qatar,Silver,2023-01-03
CUST_109,Female,51,Qatar,Gold,2023-05-16
CUST_110,Male,22,Oman,Silver,2022-02-27
CUST_111,Female,24,KSA,Silver,2021-03-15
CUST_112,Male,58,Qatar,Silver,2022-12-06
CUST_113,Female,19,Qatar,Gold,2021-09-24
CUST_114,Male,40,Oman,Silver,2022-10-03
CUST_115,Female,63,UAE,Silver,2022-12-01
CUST_116,Female,37,Oman,Bronze,2022-03-02
CUST_117,Male,32,KSA,Gold,2021-11-02
CUST_118,Female,45,UAE,Silver,2021-07-03
CUST_119,Male,30,Qatar,Bronze,2022-07-03
CUST_120,Male,58,KSA,Silver,2021-10-21
CUST_121,Male,36,UAE,Silver,2022-01-07
CUST_122,Male,60,KSA,Silver,2023-06-13
CUST_123,Male,37,UAE,Silver,2023-04-07
CUST_124,Female,37,Oman,Gold,2022-03-11
CUST_125,Female,24,UAE,Bronze,2023-04-07
CUST_126,Male,20,UAE,Silver,2023-02-24
CUST_127,Female,32,UAE,Bronze,2022-11-21
CUST_128,Male,38,Qatar,Silver,2021-06-23
CUST_129,Male,61,UAE,Gold,2022-07-28
CUST_130,Female,22,KSA,Silver,2022-04-15
CUST_131,Male,38,Oman,Bronze,2022-05-17
CUST_132,Female,30,UAE,Bronze,2022-05-29
CUST_133,Female,36,Qatar,Silver,2021-04-09
CUST_134,Female,18,UAE,Bronze,2022-08-07
CUST_135,Male,52,KSA,Gold,2021-07-16
CUST_136,Male,43,Qatar,Gold,2022-08-03
CUST_137,Female,38,Qatar,Gold,2022-09-12
CUST_138,Male,47,Oman,Silver,2021-06-08
CUST_139,Male,44,Qatar,Bronze,2021-11-26
CUST_140,Male,51,UAE,Gold,2022-04-09
CUST_141,Female,38,Oman,Gold,2021-09-01
CUST_142,Male,18,UAE,Silver,2022-02-28
CUST_143,Male,60,UAE,Bronze,2022-08-17
CUST_144,Male,18,KSA,Gold,2023-02-26
CUST_145,Female,30,Oman,Bronze,2021-01-01
CUST_146,Female,51,Oman,Bronze,2021-06-07
CUST_147,Male,21,KSA,Gold,2021-06-14
CUST_148,Male,21,UAE,Silver,2022-04-11
CUST_149,Male,28,KSA,Bronze,2022-08-08
CUST_150,Female,42,Oman,Gold,2022-08-28
CUST_151,Female,35,UAE,Silver,2021-04-26
CUST_152,Male,55,UAE,Silver,2023-05-22
CUST_153,Male,47,KSA,Bronze,2021-01-03
CUST_154,Male,62,Qatar,Gold,2022-11-11
CUST_155,Female,31,Qatar,Bronze,2022-11-10
CUST_156,Male,37,KSA,Bronze,2023-02-27
CUST_157,Male,53,Oman,Bronze,2022-02-04
CUST_158,Female,57,Qatar,Silver,2022-11-02
CUST_159,Male,21,KSA,Bronze,2022-09-16
CUST_160,Male,41,Qatar,Bronze,2021-08-24
CUST_161,Female,47,KSA,Bronze,2022-06-01
CUST_162,Male,34,Oman,Bronze,2022-10-28
CUST_163,Male,45,UAE,Bronze,2021-08-09
CUST_164,Male,40,Qatar,Bronze,2022-09-07
CUST_165,Female,31,UAE,Bronze,2022-05-15
CUST_166,Male,55,Oman,Gold,2022-10-14
CUST_167,Male,61,Qatar,Gold,2021-10-06
CUST_168,Female,54,Qatar,Bronze,2022-03-15
CUST_169,Male,59,UAE,Gold,2022-11-06
CUST_170,Male,35,Qatar,Silver,2022-04-21
CUST_171,Male,22,UAE,Silver,2022-07-09
CUST_172,Male,50,Qatar,Silver,2022-10-04
CUST_173,Female,52,Oman,Silver,2023-03-13
CUST_174,Female,20,UAE,Bronze,2022-08-24
CUST_175,Male,44,KSA,Bronze,2023-06-09
CUST_176,Female,40,UAE,Silver,2023-03-10
CUST_177,Male,19,UAE,Bronze,2022-11-04
CUST_178,Male,40,Oman,Gold,2022-10-16
CUST_179,Female,36,KSA,Bronze,2021-03-24
CUST_180,Female,46,Qatar,Bronze,2022-11-12
CUST_181,Male,39,Qatar,Bronze,2021-05-31
CUST_182,Female,58,Oman,Bronze,2023-02-17
CUST_183,Female,45,UAE,Gold,2021-01-26
CUST_184,Female,62,UAE,Gold,2021-04-17
CUST_185,Male,42,KSA,Silver,2023-03-11
CUST_186,Male,36,Qatar,Silver,2022-12-22
CUST_187,Male,18,KSA,Silver,2022-11-26
CUST_188,Male,43,Oman,Gold,2021-04-29
CUST_189,Female,45,UAE,Bronze,2021-11-12
CUST_190,Female,62,Oman,Gold,2022-01-04
CUST_191,Female,52,Oman,Silver,2023-05-08
CUST_192,Female,42,KSA,Gold,2021-10-23
CUST_193,Male,39,Oman,Gold,2022-12-04
CUST_194,Male,57,UAE,Bronze,2022-11-17
CUST_195,Male,63,Oman,Gold,2021-02-28
CUST_196,Female,37,UAE,Bronze,2021-10-01
CUST_197,Female,26,UAE,Bronze,2021-01-15
CUST_198,Male,30,UAE,Silver,2021-06-07
CUST_199,Female,40,Oman,Gold,2023-03-11
CUST_200,Female,53,KSA,Bronze,2021-08-08
CUST_201,Female,42,Qatar,Silver,2023-05-20
CUST_202,Female,40,KSA,Silver,2022-01-04
CUST_203,Female,53,Qatar,Silver,2022-06-06
CUST_204,Female,19,Oman,Silver,2023-06-17
CUST_205,Female,51,KSA,Bronze,2021-10-01
CUST_206,Female,50,Oman,Gold,2022-02-15
CUST_207,Male,21,UAE,Gold,2021-08-18
CUST_208,Female,34,Oman,Bronze,2021-12-18
CUST_209,Female,33,KSA,Silver,2021-09-29
CUST_210,Female,26,Qatar,Bronze,2022-04-01
CUST_211,Female,36,Oman,Gold,2022-10-04
CUST_212,Male,62,Qatar,Silver,2021-10-21
CUST_213,Female,60,Oman,Gold,2021-02-06
CUST_214,Male,48,UAE,Silver,2023-02-23
CUST_215,Female,59,UAE,Gold,2022-09-10
CUST_216,Male,55,Oman,Bronze,2022-06-20
CUST_217,Male,52,Oman,Silver,2021-05-04
CUST_218,Female,38,Qatar,Gold,2022-11-02
CUST_219,Male,60,KSA,Gold,2021-07-02
CUST_220,Male,36,UAE,Bronze,2022-10-26
CUST_221,Female,47,UAE,Gold,2022-11-15
CUST_222,Male,24,Oman,Silver,2022-06-17
CUST_223,Female,36,KSA,Silver,2022-12-15
CUST_224,Female,52,UAE,Bronze,2021-02-22
CUST_225,Female,56,KSA,Silver,2022-06-17
CUST_226,Female,32,Oman,Bronze,2021-04-12
CUST_227,Female,48,Qatar,Bronze,2023-02-28
CUST_228,Female,48,Oman,Bronze,2021-07-30
CUST_229,Male,63,Oman,Gold,2022-06-14
CUST_230,Male,62,Oman,Silver,2022-02-05
CUST_231,Female,64,Qatar,Bronze,2022-01-28
CUST_232,Male,52,Qatar,Gold,2022-11-22
CUST_233,Female,58,Qatar,Gold,2021-03-25
CUST_234,Male,62,Oman,Bronze,2023-01-14
CUST_235,Male,58,UAE,Silver,2023-01-24
CUST_236,Male,26,Oman,Gold,2021-07-18
CUST_237,Female,62,Oman,Silver,2022-01-15
CUST_238,Male,58,Qatar,Silver,2021-03-05
CUST_239,Female,52,Oman,Silver,2022-09-29
CUST_240,Female,41,UAE,Bronze,2022-08-10
CUST_241,Female,51,UAE,Gold,2021-06-24
CUST_242,Female,51,KSA,Silver,2021-02-05
CUST_243,Male,24,KSA,Silver,2023-06-07
CUST_244,Female,24,KSA,Bronze,2022-08-19
CUST_245,Female,38,KSA,Gold,2021-08-30
CUST_246,Female,62,UAE,Bronze,2021-06-30
CUST_247,Female,40,Qatar,Silver,2021-07-05
CUST_248,Male,42,KSA,Bronze,2021-03-21
CUST_249,Female,31,Qatar,Gold,2022-04-22
CUST_250,Female,56,KSA,Bronze,2023-03-14
CUST_251,Female,30,KSA,Silver,2023-04-22
CUST_252,Male,27,KSA,Gold,2022-12-19
CUST_253,Female,58,UAE,Gold,2022-04-21
CUST_254,Male,20,Oman,Gold,2022-06-22
CUST_255,Female,42,KSA,Silver,2023-03-11
CUST_256,Male,31,Qatar,Bronze,2021-10-08
CUST_257,Male,29,Oman,Gold,2022-03-02
CUST_258,Female,43,Qatar,Gold,2021-09-09
CUST_259,Female,58,KSA,Bronze,2022-12-29
CUST_260,Female,20,KSA,Silver,2023-04-05
CUST_261,Male,41,UAE,Silver,2021-06-04
CUST_262,Male,40,UAE,Silver,2022-11-26
CUST_263,Male,60,Oman,Bronze,2021-05-14
CUST_264,Male,34,Qatar,Bronze,2022-01-10
CUST_265,Male,42,UAE,Bronze,2022-01-08
CUST_266,Male,64,KSA,Silver,2023-02-09
CUST_267,Female,27,KSA,Silver,2021-10-22
CUST_268,Female,64,Qatar,Gold,2021-02-06
CUST_269,Female,22,UAE,Gold,2021-02-16
CUST_270,Male,18,Qatar,Silver,2022-09-20
CUST_271,Male,48,Qatar,Bronze,2022-11-03
CUST_272,Male,35,UAE,Bronze,2021-06-19
CUST_273,Male,41,Oman,Bronze,2022-05-19
CUST_274,Male,32,Qatar,Silver,2023-03-25
CUST_275,Female,33,Qatar,Bronze,2022-01-02
CUST_276,Male,51,KSA,Bronze,2022-07-23
CUST_277,Male,57,Oman,Silver,2021-09-24
CUST_278,Female,55,UAE,Gold,2022-06-27
CUST_279,Female,63,Qatar,Silver,2023-06-15
CUST_280,Male,30,UAE,Silver,2022-12-30
CUST_281,Male,43,Oman,Gold,2022-10-01
CUST_282,Female,18,Qatar,Silver,2022-08-15
CUST_283,Female,19,UAE,Silver,2022-04-12
CUST_284,Female,18,Qatar,Silver,2023-04-07
CUST_285,Female,40,Qatar,Bronze,2022-11-27
CUST_286,Male,59,Oman,Silver,2022-09-02
CUST_287,Female,55,Oman,Bronze,2022-07-02
CUST_288,Male,28,KSA,Gold,2022-12-30
CUST_289,Male,20,Qatar,Gold,2021-10-24
CUST_290,Male,43,KSA,Bronze,2021-01-19
CUST_291,Male,20,Oman,Bronze,2021-03-07
CUST_292,Male,65,KSA,Silver,2022-04-26
CUST_293,Male,39,UAE,Bronze,2023-02-17
CUST_294,Male,37,KSA,Gold,2023-03-28
CUST_295,Male,53,Oman,Gold,2023-05-07
CUST_296,Male,31,KSA,Bronze,2021-05-17
CUST_297,Male,35,UAE,Bronze,2022-02-26
CUST_298,Male,58,Qatar,Silver,2023-03-01
CUST_299,Male,27,Qatar,Bronze,2021-11-02
CUST_300,Male,28,Qatar,Gold,2022-09-01
CUST_301,Male,32,KSA,Bronze,2021-01-23
CUST_302,Male,19,UAE,Gold,2021-02-27
CUST_303,Female,51,KSA,Bronze,2021-05-13
CUST_304,Male,34,KSA,Silver,2022-11-07
CUST_305,Female,54,UAE,Bronze,2021-03-04
CUST_306,Female,32,KSA,Bronze,2021-08-27
CUST_307,Female,25,Oman,Silver,2021-11-27
CUST_308,Female,65,Qatar,Silver,2021-07-08
CUST_309,Female,42,Qatar,Gold,2023-01-23
CUST_310,Female,47,Qatar,Gold,2023-02-26
CUST_311,Male,35,UAE,Bronze,2022-01-20
CUST_312,Male,59,Oman,Gold,2021-07-13
CUST_313,Male,43,KSA,Gold,2022-09-04
CUST_314,Male,26,Oman,Gold,2022-01-21
CUST_315,Female,45,Oman,Bronze,2021-05-05
CUST_316,Female,22,Oman,Bronze,2021-06-17
CUST_317,Male,45,KSA,Bronze,2023-03-11
CUST_318,Female,38,Oman,Bronze,2021-05-30
CUST_319,Female,30,KSA,Bronze,2022-04-07
CUST_320,Male,50,KSA,Gold,2021-11-04
CUST_321,Female,28,KSA,Gold,2021-10-14
CUST_322,Male,51,KSA,Gold,2021-07-10
CUST_323,Male,30,Qatar,Gold,2022-06-19
CUST_324,Male,31,Qatar,Bronze,2023-01-10
CUST_325,Female,27,Oman,Bronze,2021-01-29
CUST_326,Female,20,UAE,Silver,2021-01-29
CUST_327,Male,28,Qatar,Silver,2021-11-03
CUST_328,Male,55,KSA,Silver,2021-06-14
CUST_329,Female,42,Oman,Bronze,2023-04-11
CUST_330,Male,54,KSA,Bronze,2021-01-27
CUST_331,Female,20,Qatar,Silver,2022-10-22
CUST_332,Male,30,Oman,Silver,2021-06-10
CUST_333,Female,30,Qatar,Bronze,2021-04-26
CUST_334,Male,31,Oman,Bronze,2023-04-19
CUST_335,Female,57,UAE,Bronze,2022-10-22
CUST_336,Male,39,KSA,Gold,2023-04-06
CUST_337,Female,39,Oman,Silver,2022-08-17
CUST_338,Female,21,KSA,Silver,2022-08-08
CUST_339,Female,26,KSA,Gold,2023-04-09
CUST_340,Male,18,UAE,Silver,2023-01-29
CUST_341,Female,22,Oman,Bronze,2021-01-05
CUST_342,Female,50,Qatar,Silver,2023-04-13
CUST_343,Female,36,Oman,Bronze,2022-11-29
CUST_344,Female,28,UAE,Silver,2022-10-08
CUST_345,Male,65,Qatar,Bronze,2022-07-15
CUST_346,Female,20,Oman,Bronze,2022-01-25
CUST_347,Male,47,UAE,Bronze,2021-05-20
CUST_348,Female,26,Qatar,Bronze,2021-06-26
CUST_349,Female,58,UAE,Gold,2022-11-16
CUST_350,Male,41,Qatar,Bronze,2023-02-03
CUST_351,Male,59,Qatar,Gold,2022-02-25
CUST_352,Female,60,Oman,Silver,2021-05-27
CUST_353,Male,59,Qatar,Gold,2022-03-07
CUST_354,Female,54,Oman,Silver,2023-01-27
CUST_355,Male,33,KSA,Silver,2022-05-11
CUST_356,Female,28,Qatar,Silver,2023-04-22
CUST_357,Male,63,KSA,Gold,2023-02-17
CUST_358,Female,35,KSA,Gold,2022-03-17
CUST_359,Male,36,KSA,Silver,2022-02-22
CUST_360,Male,62,KSA,Silver,2023-06-09
CUST_361,Female,27,Qatar,Gold,2021-03-14
CUST_362,Male,20,UAE,Silver,2023-03-25
CUST_363,Female,52,KSA,Bronze,2022-11-24
CUST_364,Female,33,UAE,Bronze,2021-01-31
CUST_365,Male,41,KSA,Bronze,2021-07-10
CUST_366,Female,35,Oman,Silver,2023-05-31
CUST_367,Female,21,Oman,Silver,2022-03-25
CUST_368,Female,36,Qatar,Gold,2022-10-29
CUST_369,Female,58,KSA,Gold,2022-06-03
CUST_370,Male,47,UAE,Bronze,2022-04-23
CUST_371,Male,64,UAE,Gold,2021-02-10
CUST_372,Female,36,UAE,Silver,2021-05-19
CUST_373,Female,26,UAE,Gold,2022-02-06
CUST_374,Female,37,UAE,Gold,2023-01-27
CUST_375,Female,55,UAE,Gold,2021-10-14
CUST_376,Male,46,KSA,Bronze,2022-11-05
CUST_377,Male,64,Qatar,Bronze,2021-07-16
CUST_378,Male,36,KSA,Gold,2021-06-27
CUST_379,Female,36,UAE,Silver,2023-01-01
CUST_380,Male,22,UAE,Silver,2021-03-29
CUST_381,Female,61,KSA,Gold,2021-02-11
CUST_382,Female,41,UAE,Gold,2021-01-30
CUST_383,Female,64,Oman,Bronze,2021-04-01
CUST_384,Male,42,Oman,Gold,2021-11-21
CUST_385,Female,46,Qatar,Bronze,2023-03-01
CUST_386,Female,25,Qatar,Bronze,2021-04-29
CUST_387,Female,22,Qatar,Silver,2021-08-22
CUST_388,Female,25,Qatar,Bronze,2021-01-22
CUST_389,Female,48,UAE,Bronze,2021-05-15
CUST_390,Male,39,KSA,Bronze,2021-06-09
CUST_391,Male,24,Qatar,Gold,2022-02-02
CUST_392,Male,63,Oman,Gold,2021-05-01
CUST_393,Female,24,Qatar,Gold,2023-06-05
CUST_394,Female,57,KSA,Silver,2023-02-09
CUST_395,Male,43,UAE,Bronze,2021-04-25
CUST_396,Female,38,UAE,Bronze,2023-05-28
CUST_397,Female,29,Qatar,Silver,2021-09-18
CUST_398,Male,62,UAE,Silver,2021-08-09
CUST_399,Female,22,KSA,Gold,2021-07-24
CUST_400,Female,27,Qatar,Bronze,2021-01-08
CUST_401,Female,38,KSA,Silver,2021-02-02
CUST_402,Female,64,UAE,Bronze,2021-01-21
CUST_403,Female,61,KSA,Silver,2022-09-17
CUST_404,Male,33,Oman,Gold,2023-02-24
CUST_405,Male,55,KSA,Gold,2021-04-12
CUST_406,Male,63,Qatar,Gold,2023-05-04
CUST_407,Male,28,Oman,Bronze,2021-01-27
CUST_408,Male,60,KSA,Bronze,2021-04-24
CUST_409,Female,37,UAE,Silver,2022-06-18
CUST_410,Female,57,KSA,Silver,2022-12-29
CUST_411,Male,37,Qatar,Gold,2021-09-29
CUST_412,Female,45,Qatar,Bronze,2021-06-02
CUST_413,Female,33,Oman,Bronze,2021-06-27
CUST_414,Female,45,Qatar,Bronze,2022-09-02
CUST_415,Male,20,Qatar,Gold,2021-03-06
CUST_416,Male,54,KSA,Bronze,2023-02-24
CUST_417,Female,27,Qatar,Gold,2023-06-19
CUST_418,Female,49,Oman,Silver,2021-01-20
CUST_419,Male,60,Oman,Silver,2022-09-25
CUST_420,Male,18,Oman,Gold,2022-04-15
CUST_421,Male,34,UAE,Bronze,2022-06-07
CUST_422,Male,58,Qatar,Gold,2022-09-17
CUST_423,Male,30,UAE,Silver,2023-01-04
CUST_424,Male,21,KSA,Bronze,2022-04-11
CUST_425,Female,42,UAE,Bronze,2021-09-12
CUST_426,Male,19,UAE,Silver,2022-02-01
CUST_427,Male,55,Qatar,Bronze,2023-04-27
CUST_428,Male,42,Oman,Gold,2021-04-30
CUST_429,Female,55,Oman,Gold,2022-11-30
CUST_430,Male,53,Qatar,Gold,2021-03-31
CUST_431,Male,57,UAE,Bronze,2022-11-21
CUST_432,Male,60,Oman,Silver,2022-08-05
CUST_433,Male,44,UAE,Bronze,2022-05-11
CUST_434,Male,31,KSA,Bronze,2022-03-04
CUST_435,Female,20,Oman,Silver,2022-09-02
CUST_436,Female,59,Oman,Silver,2022-12-21
CUST_437,Female,40,UAE,Bronze,2021-01-09
CUST_438,Male,59,UAE,Silver,2022-10-24
CUST_439,Male,61,UAE,Bronze,2023-05-02
CUST_440,Male,44,KSA,Silver,2021-08-12
CUST_441,Male,40,Qatar,Silver,2021-02-19
CUST_442,Female,22,Qatar,Gold,2021-10-30
CUST_443,Male,34,KSA,Silver,2023-05-15
CUST_444,Female,21,Qatar,Gold,2021-03-09
CUST_445,Male,56,UAE,Silver,2022-12-17
CUST_446,Male,55,UAE,Bronze,2022-02-13
CUST_447,Male,65,Qatar,Bronze,2022-06-01
CUST_448,Male,44,Oman,Bronze,2023-06-18
CUST_449,Male,33,KSA,Gold,2021-09-27
CUST_450,Female,35,UAE,Gold,2022-04-06
CUST_451,Female,45,Oman,Silver,2023-02-25
CUST_452,Male,62,UAE,Silver,2022-01-16
CUST_453,Female,39,KSA,Bronze,2021-07-12
CUST_454,Male,39,Oman,Silver,2023-06-15
CUST_455,Male,29,Qatar,Gold,2022-10-23
CUST_456,Male,53,Oman,Gold,2023-01-04
CUST_457,Male,31,Oman,Silver,2021-07-22
CUST_458,Female,46,Qatar,Silver,2021-10-26
CUST_459,Female,31,Qatar,Gold,2022-04-29
CUST_460,Male,34,Oman,Silver,2021-11-20
CUST_461,Male,49,UAE,Bronze,2021-07-26
CUST_462,Male,21,Oman,Bronze,2021-04-18
CUST_463,Male,31,Oman,Bronze,2021-02-15
CUST_464,Male,25,UAE,Gold,2021-04-02
CUST_465,Male,18,KSA,Gold,2022-10-12
CUST_466,Male,43,UAE,Bronze,2021-09-21
CUST_467,Male,54,Oman,Silver,2022-12-03
CUST_468,Female,25,Oman,Silver,2022-05-16
CUST_469,Male,49,Oman,Silver,2021-03-28
CUST_470,Female,56,UAE,Silver,2021-11-16
CUST_471,Female,65,Oman,Bronze,2021-08-17
CUST_472,Female,59,KSA,Gold,2021-03-18
CUST_473,Male,47,Oman,Gold,2022-12-08
CUST_474,Male,19,Qatar,Silver,2022-03-18
CUST_475,Male,28,Oman,Gold,2023-03-11
CUST_476,Male,51,Qatar,Silver,2023-02-03
CUST_477,Female,55,KSA,Gold,2021-12-31
CUST_478,Female,42,Oman,Silver,2022-12-26
CUST_479,Male,30,Oman,Silver,2023-06-14
CUST_480,Male,56,UAE,Bronze,2021-12-27
CUST_481,Male,32,Qatar,Bronze,2021-02-13
CUST_482,Female,23,Qatar,Silver,2022-03-28
CUST_483,Male,64,KSA,Bronze,2021-09-19
CUST_484,Female,32,Oman,Bronze,2022-11-24
CUST_485,Male,57,UAE,Bronze,2022-10-24
CUST_486,Female,39,KSA,Bronze,2021-12-04
CUST_487,Female,46,Oman,Gold,2022-04-25
CUST_488,Male,59,Qatar,Gold,2021-04-18
CUST_489,Male,18,KSA,Silver,2022-12-29
CUST_490,Male,59,Oman,Bronze,2022-08-31
CUST_491,Female,28,KSA,Silver,2023-03-27
CUST_492,Male,38,UAE,Gold,2022-02-14
CUST_493,Female,49,Oman,Bronze,2021-04-25
CUST_494,Female,20,UAE,Gold,2021-01-05
CUST_495,Female,38,Oman,Bronze,2022-01-23
CUST_496,Male,63,Qatar,Gold,2022-11-25
CUST_497,Female,44,Qatar,Bronze,2023-01-23
CUST_498,Male,53,Qatar,Silver,2021-05-14
CUST_499,Male,58,Qatar,Bronze,2022-12-21
CUST_500,Female,19,KSA,Bronze,2021-10-29
CUST_501,Female,30,KSA,Bronze,2022-07-18
CUST_502,Female,42,UAE,Bronze,2021-09-17
CUST_503,Female,36,Oman,Gold,2021-05-03
CUST_504,Female,39,KSA,Gold,2021-05-21
CUST_505,Male,22,Qatar,Bronze,2022-12-05
CUST_506,Male,48,UAE,Silver,2021-07-26
CUST_507,Male,57,UAE,Silver,2022-09-08
CUST_508,Female,51,Oman,Gold,2022-12-24
CUST_509,Female,21,KSA,Gold,2021-03-19
CUST_510,Female,22,KSA,Bronze,2021-10-11
CUST_511,Male,56,Qatar,Silver,2022-06-25
CUST_512,Male,50,KSA,Gold,2021-10-07
CUST_513,Female,53,UAE,Silver,2023-03-09
CUST_514,Female,63,Qatar,Gold,2022-10-29
CUST_515,Male,47,Qatar,Gold,2021-12-25
CUST_516,Male,20,KSA,Bronze,2022-06-23
CUST_517,Male,59,UAE,Silver,2021-12-31
CUST_518,Female,46,Oman,Silver,2022-06-05
CUST_519,Male,20,Qatar,Gold,2021-12-09
CUST_520,Female,48,Oman,Bronze,2023-02-07
CUST_521,Male,43,Oman,Gold,2021-03-03
CUST_522,Female,22,Qatar,Gold,2021-08-11
CUST_523,Female,35,UAE,Silver,2021-09-17
