store_id,sku,units_sold,price_per_unit,date
Store_6,SKU_123,16,6.48,2024-05-21
Store_6,SKU_135,20,17.98,2023-09-22
Store_9,SKU_101,17,23.78,2023-10-10
Store_4,SKU_192,14,12.98,2023-03-29
Store_8,SKU_182,16,12.03,2023-09-04
Store_2,SKU_137,8,11.0,2023-01-18
Store_5,SKU_184,19,10.17,2023-09-07
Store_7,SKU_195,18,9.27,2023-12-19
Store_5,SKU_139,9,6.92,2024-04-09
Store_6,SKU_115,18,23.85,2023-07-17
Store_4,SKU_127,16,8.0,2023-07-09
Store_10,SKU_136,4,21.07,2024-06-21
Store_4,SKU_146,6,8.6,2023-10-31
Store_5,SKU_105,2,14.5,2023-05-10
Store_8,SKU_113,1,14.99,2023-05-10
Store_8,SKU_156,11,5.83,2024-04-25
Store_5,SKU_161,4,20.82,2023-02-22
Store_8,SKU_109,19,16.29,2024-02-15
Store_3,SKU_119,19,23.8,2023-02-24
Store_4,SKU_115,18,19.46,2023-03-29
Store_9,SKU_148,15,22.85,2023-08-20
Store_10,SKU_154,10,14.86,2023-11-01
Store_10,SKU_194,4,23.77,2023-03-03
Store_4,SKU_133,3,5.19,2023-08-01
Store_9,SKU_109,6,1.56,2023-06-27
Store_10,SKU_160,10,2.27,2024-04-06
Store_5,SKU_189,15,3.17,2023-10-23
Store_5,SKU_180,19,17.04,2023-08-28
Store_7,SKU_114,18,6.78,2023-07-22
Store_5,SKU_118,3,2.9,2023-06-02
Store_10,SKU_195,19,23.15,2023-11-11
Store_2,SKU_159,10,17.94,2024-03-25
Store_9,SKU_169,16,11.79,2023-10-06
Store_7,SKU_194,11,15.69,2023-02-10
Store_2,SKU_129,19,15.3,2023-01-27
Store_5,SKU_173,2,19.43,2023-01-22
Store_8,SKU_166,15,23.03,2023-06-29
Store_10,SKU_155,16,24.27,2023-07-05
Store_6,SKU_152,11,9.04,2024-04-26
Store_3,SKU_142,14,17.8,2023-04-18
Store_7,SKU_197,18,2.36,2023-10-23
Store_6,SKU_132,11,4.22,2023-04-01
Store_9,SKU_100,18,12.36,2024-02-18
Store_4,SKU_166,12,16.13,2023-02-25
Store_8,SKU_197,2,6.28,2024-05-25
Store_5,SKU_156,16,4.35,2023-05-15
Store_3,SKU_139,18,1.82,2023-09-03
Store_2,SKU_128,4,12.34,2024-02-22
Store_3,SKU_163,10,13.46,2023-05-01
Store_7,SKU_161,16,7.23,2023-10-07
Store_7,SKU_124,20,13.44,2023-05-29
Store_2,SKU_135,14,9.49,2023-05-20
Store_5,SKU_100,10,18.56,2024-06-03
Store_3,SKU_157,18,12.88,2024-05-16
Store_9,SKU_197,18,10.36,2023-12-07
Store_4,SKU_189,8,14.94,2023-11-26
Store_7,SKU_105,11,19.0,2023-08-28
Store_7,SKU_184,5,13.14,2024-01-26
Store_3,SKU_164,19,9.3,2023-02-07
Store_8,SKU_112,17,22.9,2023-04-13
Store_3,SKU_152,5,3.26,2023-01-16
Store_6,SKU_179,13,16.77,2023-09-29
Store_9,SKU_148,11,16.23,2023-12-03
Store_9,SKU_104,20,3.11,2024-05-14
Store_4,SKU_195,3,11.7,2023-10-22
Store_2,SKU_156,6,17.81,2023-04-11
Store_1,SKU_141,2,8.39,2023-01-30
Store_7,SKU_118,8,13.98,2024-01-19
Store_3,SKU_122,3,15.82,2023-07-04
Store_10,SKU_187,8,13.2,2024-01-27
Store_4,SKU_159,9,12.3,2023-05-27
Store_8,SKU_136,18,5.21,2023-01-10
Store_6,SKU_175,10,16.52,2024-03-28
Store_5,SKU_158,10,6.18,2024-03-10
Store_8,SKU_113,8,10.46,2024-01-29
Store_10,SKU_137,10,2.02,2024-01-03
Store_5,SKU_101,19,21.83,2024-02-10
Store_10,SKU_195,16,21.07,2023-02-20
Store_4,SKU_177,12,6.65,2023-10-21
Store_10,SKU_132,5,16.26,2023-07-14
Store_5,SKU_156,2,15.12,2023-02-10
Store_2,SKU_137,11,19.07,2023-05-15
Store_4,SKU_116,18,22.1,2023-06-29
Store_9,SKU_164,9,21.02,2024-01-10
Store_8,SKU_137,11,20.4,2023-09-21
Store_2,SKU_118,8,21.71,2024-04-24
Store_9,SKU_146,3,20.08,2024-02-11
Store_5,SKU_168,4,12.19,2023-01-15
Store_10,SKU_148,12,4.05,2023-09-26
Store_8,SKU_103,20,22.28,2023-08-28
Store_10,SKU_128,3,16.43,2023-12-02
Store_5,SKU_183,14,4.24,2024-04-20
Store_1,SKU_138,16,4.23,2023-02-16
Store_9,SKU_117,13,12.16,2023-08-29
Store_10,SKU_195,5,22.31,2024-03-05
Store_8,SKU_178,14,23.57,2023-04-12
Store_1,SKU_188,12,6.61,2023-10-14
Store_4,SKU_146,4,24.55,2024-03-31
Store_9,SKU_182,12,2.92,2024-01-12
Store_4,SKU_115,15,3.65,2023-10-10
Store_10,SKU_102,2,19.99,2023-08-06
Store_3,SKU_172,7,3.11,2023-09-07
Store_10,SKU_127,8,9.22,2023-08-01
Store_10,SKU_100,9,21.67,2023-06-01
Store_3,SKU_169,9,20.27,2023-05-29
Store_1,SKU_116,1,9.92,2023-04-23
Store_10,SKU_141,1,5.59,2023-09-01
Store_3,SKU_194,14,13.86,2023-02-23
Store_8,SKU_157,12,13.56,2023-03-07
Store_8,SKU_164,8,23.72,2023-04-22
Store_9,SKU_138,15,16.62,2023-02-14
Store_1,SKU_161,13,11.52,2023-02-01
Store_8,SKU_191,15,3.23,2023-04-21
Store_6,SKU_177,5,3.04,2023-03-24
Store_10,SKU_181,19,14.39,2023-10-09
Store_7,SKU_176,17,8.43,2023-11-29
Store_10,SKU_155,4,20.14,2024-06-01
Store_9,SKU_192,7,11.61,2023-04-28
Store_7,SKU_143,15,10.87,2023-08-22
Store_6,SKU_154,11,17.13,2023-04-08
Store_3,SKU_187,16,3.08,2024-01-19
Store_2,SKU_155,4,19.0,2023-03-29
Store_3,SKU_171,2,15.28,2024-01-17
Store_2,SKU_152,12,22.03,2023-12-04
Store_1,SKU_136,20,8.84,2024-03-09
Store_10,SKU_164,7,5.14,2023-04-17
Store_4,SKU_113,12,21.37,2024-05-08
Store_2,SKU_197,9,14.99,2024-01-12
Store_9,SKU_198,20,15.92,2024-03-15
Store_10,SKU_184,9,2.18,2023-01-27
Store_5,SKU_143,12,1.64,2023-10-07
Store_10,SKU_184,13,3.14,2023-05-27
Store_2,SKU_195,17,6.56,2023-02-01
Store_8,SKU_143,6,10.2,2024-03-05
Store_10,SKU_176,3,22.26,2023-11-29
Store_3,SKU_196,20,2.67,2023-06-09
Store_5,SKU_156,14,12.91,2023-03-25
Store_7,SKU_134,7,19.24,2024-03-28
Store_6,SKU_155,4,8.16,2023-04-27
Store_9,SKU_185,10,2.57,2024-05-13
Store_10,SKU_107,1,6.3,2024-02-09
Store_3,SKU_197,9,8.3,2023-08-05
Store_1,SKU_163,14,5.63,2023-05-03
Store_9,SKU_190,8,13.26,2024-01-25
Store_2,SKU_150,2,11.75,2023-12-29
Store_2,SKU_140,19,11.59,2024-04-15
Store_7,SKU_137,4,11.02,2024-02-19
Store_3,SKU_179,15,21.05,2023-11-29
Store_2,SKU_155,4,7.22,2024-01-06
Store_9,SKU_110,13,21.96,2024-02-15
Store_4,SKU_142,6,3.29,2023-12-14
Store_9,SKU_165,7,22.79,2023-04-27
Store_6,SKU_193,5,7.05,2023-12-24
Store_5,SKU_125,6,15.66,2023-05-30
Store_3,SKU_198,16,12.4,2023-03-19
Store_10,SKU_182,20,9.1,2024-04-04
Store_3,SKU_156,3,12.52,2023-11-20
Store_5,SKU_175,2,9.77,2023-11-07
Store_5,SKU_159,15,2.38,2023-03-17
Store_5,SKU_109,3,15.95,2024-01-13
Store_7,SKU_159,19,14.53,2024-06-03
Store_8,SKU_173,7,9.06,2023-02-12
Store_9,SKU_119,2,12.09,2024-05-02
Store_2,SKU_164,6,2.42,2023-12-18
Store_8,SKU_167,17,15.83,2024-03-24
Store_6,SKU_136,13,11.11,2024-01-08
Store_10,SKU_106,11,3.05,2023-12-13
Store_9,SKU_186,13,8.18,2023-04-07
Store_6,SKU_110,19,17.09,2023-06-03
Store_5,SKU_183,13,4.53,2023-12-25
Store_5,SKU_171,13,16.62,2023-03-28
Store_3,SKU_185,17,3.7,2023-12-03
Store_9,SKU_146,1,10.02,2024-03-09
Store_4,SKU_143,16,6.01,2023-07-04
Store_3,SKU_109,10,21.34,2023-05-21
Store_9,SKU_198,18,21.13,2023-04-14
Store_1,SKU_184,11,22.1,2024-06-23
Store_10,SKU_148,5,5.31,2023-05-15
Store_8,SKU_105,14,10.06,2023-06-19
Store_8,SKU_178,10,19.18,2023-09-01
Store_4,SKU_168,8,8.77,2024-04-04
Store_4,SKU_147,19,24.63,2024-04-25
Store_5,SKU_199,13,13.32,2024-04-17
Store_3,SKU_125,20,4.75,2024-03-04
Store_1,SKU_182,16,22.04,2023-09-14
Store_9,SKU_115,10,3.47,2023-04-16
Store_5,SKU_157,17,4.96,2023-06-14
Store_2,SKU_128,15,22.29,2024-03-23
Store_7,SKU_106,13,13.3,2023-01-28
Store_7,SKU_110,12,6.78,2023-08-30
Store_2,SKU_191,11,20.1,2023-11-23
Store_1,SKU_136,16,17.86,2023-05-21
Store_8,SKU_157,20,1.62,2023-05-23
Store_1,SKU_132,7,21.12,2023-03-23
Store_7,SKU_114,10,7.08,2024-06-24
Store_1,SKU_130,14,16.52,2023-05-05
Store_2,SKU_114,16,15.52,2024-04-13
Store_9,SKU_173,8,18.39,2023-01-17
Store_7,SKU_100,20,9.79,2023-10-26
Store_3,SKU_185,3,13.8,2024-03-02
Store_2,SKU_167,18,13.42,2024-01-05
Store_9,SKU_102,13,22.02,2024-06-03
Store_7,SKU_147,9,19.06,2023-02-14
Store_2,SKU_144,8,18.72,2024-01-01
Store_10,SKU_194,11,4.64,2023-04-17
Store_9,SKU_143,6,21.01,2023-12-27
Store_8,SKU_180,6,20.57,2024-04-20
Store_8,SKU_104,10,6.24,2023-03-06
Store_1,SKU_140,10,13.61,2023-07-24
Store_5,SKU_104,7,8.22,2024-04-29
Store_6,SKU_134,4,20.28,2023-02-18
Store_7,SKU_195,15,22.52,2024-03-23
Store_6,SKU_123,16,17.76,2024-01-31
Store_9,SKU_134,3,18.59,2024-01-12
Store_7,SKU_177,6,14.32,2023-03-22
Store_2,SKU_110,11,17.03,2023-11-25
Store_8,SKU_177,14,5.42,2023-11-10
Store_6,SKU_157,2,18.58,2024-03-30
Store_10,SKU_155,9,16.53,2023-12-28
Store_2,SKU_185,13,10.04,2023-02-28
Store_1,SKU_118,20,17.44,2023-06-13
Store_1,SKU_116,3,7.05,2024-03-24
Store_6,SKU_149,19,2.26,2024-01-11
Store_8,SKU_147,12,11.93,2023-06-07
Store_10,SKU_117,17,10.12,2023-03-20
Store_5,SKU_131,4,2.11,2023-11-18
Store_8,SKU_166,13,22.97,2023-07-10
Store_5,SKU_199,9,18.04,2023-05-01
Store_10,SKU_136,16,6.2,2023-08-08
Store_2,SKU_157,6,22.62,2023-05-19
Store_2,SKU_187,11,17.19,2024-03-31
Store_9,SKU_169,10,22.45,2023-03-08
Store_3,SKU_146,17,6.77,2023-06-11
Store_3,SKU_130,16,2.12,2023-07-25
Store_8,SKU_170,5,15.88,2024-01-13
Store_2,SKU_139,13,24.99,2023-03-30
Store_9,SKU_152,14,20.85,2024-05-05
Store_3,SKU_140,3,12.07,2023-03-17
Store_6,SKU_116,18,16.54,2024-06-13
Store_3,SKU_155,17,22.9,2023-07-06
Store_2,SKU_166,5,8.65,2023-02-26
Store_6,SKU_190,8,9.63,2023-06-15
Store_5,SKU_110,9,6.11,2024-06-15
Store_3,SKU_180,10,15.94,2023-10-09
Store_9,SKU_182,6,15.41,2023-04-06
Store_3,SKU_184,20,18.43,2023-06-07
Store_10,SKU_105,1,3.41,2023-12-12
Store_4,SKU_198,19,11.29,2023-09-29
Store_8,SKU_180,18,8.31,2023-02-01
Store_8,SKU_131,13,8.49,2023-11-06
Store_1,SKU_120,15,11.27,2023-03-16
Store_4,SKU_143,20,4.88,2024-04-20
Store_6,SKU_151,5,19.38,2023-11-23
Store_9,SKU_113,11,7.18,2024-06-11
Store_5,SKU_157,8,4.81,2023-05-06
Store_5,SKU_149,20,11.33,2023-02-21
Store_6,SKU_173,11,5.96,2023-06-13
Store_8,SKU_165,15,13.22,2023-06-13
Store_8,SKU_102,3,23.71,2023-11-12
Store_8,SKU_130,7,15.21,2024-06-01
Store_1,SKU_136,16,15.54,2023-02-19
Store_5,SKU_168,1,21.41,2024-04-26
Store_3,SKU_133,12,19.45,2024-03-17
Store_1,SKU_151,2,14.9,2024-01-10
Store_6,SKU_170,10,3.23,2023-07-19
Store_8,SKU_197,18,8.07,2024-05-31
Store_3,SKU_112,13,10.27,2023-05-02
Store_9,SKU_146,5,6.18,2023-12-14
Store_7,SKU_164,2,2.56,2024-06-05
Store_6,SKU_160,17,12.24,2023-05-21
Store_3,SKU_141,20,8.99,2024-06-11
Store_10,SKU_194,10,15.45,2024-02-07
Store_9,SKU_168,16,18.16,2024-06-03
Store_8,SKU_102,12,9.28,2023-11-03
Store_7,SKU_174,10,20.22,2023-04-23
Store_10,SKU_160,9,24.23,2023-01-28
Store_1,SKU_174,16,5.51,2023-08-22
Store_3,SKU_187,8,2.24,2024-01-25
Store_4,SKU_102,15,8.87,2023-04-23
Store_7,SKU_188,7,11.14,2023-06-05
Store_1,SKU_190,5,13.69,2024-04-27
Store_8,SKU_167,13,8.87,2023-11-29
Store_8,SKU_168,11,14.34,2023-06-27
Store_10,SKU_161,7,24.0,2023-09-28
Store_9,SKU_138,8,23.62,2023-10-13
Store_5,SKU_190,7,17.72,2023-11-01
Store_6,SKU_161,12,14.67,2024-05-15
Store_5,SKU_115,19,17.4,2023-10-08
Store_7,SKU_144,5,8.33,2024-01-24
Store_2,SKU_144,15,16.92,2023-10-22
Store_4,SKU_125,18,7.87,2024-05-05
Store_3,SKU_113,20,18.91,2023-10-06
Store_4,SKU_106,17,6.8,2023-09-03
Store_1,SKU_112,14,9.26,2023-08-27
Store_2,SKU_187,5,1.62,2024-04-28
Store_7,SKU_183,16,12.72,2023-06-11
Store_5,SKU_141,10,16.68,2023-07-24
Store_10,SKU_129,18,18.86,2023-04-02
Store_3,SKU_153,6,23.45,2023-02-08
Store_7,SKU_163,6,23.51,2023-02-07
Store_1,SKU_101,10,14.85,2023-10-24
Store_6,SKU_136,15,24.74,2023-04-20
Store_8,SKU_117,17,12.5,2024-06-20
Store_2,SKU_142,6,18.68,2023-07-17
Store_3,SKU_101,11,20.08,2023-09-21
Store_3,SKU_178,13,20.93,2023-07-17
Store_6,SKU_111,13,17.23,2024-06-11
Store_3,SKU_161,11,23.49,2023-07-09
Store_5,SKU_149,8,12.0,2023-01-07
Store_6,SKU_138,19,18.49,2023-10-01
Store_5,SKU_183,12,17.78,2023-01-12
Store_2,SKU_159,10,5.25,2023-03-05
Store_5,SKU_188,4,16.51,2024-05-29
Store_6,SKU_178,8,6.65,2023-10-30
Store_8,SKU_119,15,19.07,2023-05-17
Store_7,SKU_189,18,22.95,2024-01-18
Store_4,SKU_187,20,22.02,2023-08-12
Store_9,SKU_157,17,18.04,2023-03-25
Store_10,SKU_114,2,20.98,2023-03-21
Store_4,SKU_173,18,5.02,2024-06-01
Store_9,SKU_156,4,17.49,2023-12-02
Store_2,SKU_165,15,20.5,2024-05-15
Store_3,SKU_165,14,12.23,2024-04-09
Store_9,SKU_159,10,18.5,2023-03-01
Store_5,SKU_100,7,15.09,2024-02-10
Store_7,SKU_144,3,14.22,2023-02-16
Store_2,SKU_160,2,8.25,2023-03-03
Store_3,SKU_198,14,10.3,2023-07-04
Store_8,SKU_148,13,3.39,2024-01-27
Store_6,SKU_115,6,24.83,2023-05-17
Store_9,SKU_116,8,21.12,2024-02-07
Store_5,SKU_159,18,11.47,2023-01-24
Store_4,SKU_131,15,9.63,2024-01-24
Store_4,SKU_192,4,2.26,2023-10-10
Store_10,SKU_198,1,7.16,2024-03-05
Store_2,SKU_176,2,11.99,2023-03-10
Store_4,SKU_194,2,10.95,2023-02-19
Store_9,SKU_127,2,4.79,2023-08-28
Store_4,SKU_193,19,8.99,2023-10-24
Store_4,SKU_138,5,24.66,2023-11-25
Store_4,SKU_152,10,7.97,2024-06-17
Store_7,SKU_171,16,2.6,2023-06-29
Store_7,SKU_167,11,17.86,2023-12-19
Store_3,SKU_138,13,5.82,2024-02-23
Store_4,SKU_128,10,21.65,2024-04-29
Store_8,SKU_107,18,11.2,2023-05-28
Store_9,SKU_167,5,10.63,2024-03-02
Store_4,SKU_142,3,23.17,2023-09-19
Store_2,SKU_168,7,2.71,2024-01-15
Store_10,SKU_177,2,22.03,2024-01-22
Store_10,SKU_192,18,6.6,2023-07-12
Store_6,SKU_138,1,6.48,2023-08-02
Store_2,SKU_195,16,22.99,2023-07-14
Store_7,SKU_130,18,9.06,2023-07-29
Store_7,SKU_159,18,16.74,2023-10-17
Store_5,SKU_146,17,22.25,2023-11-12
Store_2,SKU_192,16,19.4,2024-04-22
Store_4,SKU_147,11,11.23,2023-11-24
Store_3,SKU_102,9,14.5,2023-08-15
Store_5,SKU_119,7,9.25,2024-03-03
Store_10,SKU_131,16,14.44,2024-01-24
Store_5,SKU_197,16,24.21,2023-12-12
Store_8,SKU_121,12,5.48,2024-05-17
Store_3,SKU_169,2,13.81,2024-05-15
Store_1,SKU_197,1,11.19,2023-03-18
Store_2,SKU_190,5,1.71,2023-08-25
Store_8,SKU_147,2,16.02,2024-06-01
Store_8,SKU_102,1,14.01,2024-05-09
Store_1,SKU_102,17,18.47,2024-02-26
Store_1,SKU_164,14,20.44,2023-10-21
Store_2,SKU_112,17,5.0,2023-07-03
Store_10,SKU_167,9,20.66,2023-07-16
Store_7,SKU_110,12,24.04,2023-10-01
Store_10,SKU_131,8,8.55,2024-04-15
Store_1,SKU_111,13,10.41,2023-03-24
Store_1,SKU_181,1,18.02,2024-05-02
Store_8,SKU_155,11,14.8,2023-03-26
Store_9,SKU_105,8,6.47,2023-04-08
Store_5,SKU_105,3,17.58,2024-05-01
Store_9,SKU_172,2,5.71,2023-10-15
Store_1,SKU_126,19,4.89,2023-11-19
Store_2,SKU_138,6,14.75,2024-02-12
Store_9,SKU_142,13,19.26,2024-02-03
Store_2,SKU_164,12,2.76,2023-05-24
Store_4,SKU_109,11,15.72,2024-03-23
Store_6,SKU_103,9,19.91,2024-02-11
Store_8,SKU_129,12,14.5,2024-04-06
Store_7,SKU_123,19,17.03,2024-01-20
Store_10,SKU_137,8,18.26,2023-03-29
Store_5,SKU_119,13,18.22,2023-03-26
Store_7,SKU_140,12,4.0,2023-06-07
Store_5,SKU_156,12,19.39,2023-01-06
Store_3,SKU_111,6,11.63,2023-04-15
Store_7,SKU_113,1,3.61,2024-06-08
Store_10,SKU_176,11,21.8,2023-04-06
Store_5,SKU_152,13,19.81,2023-01-13
Store_10,SKU_166,6,17.6,2023-09-06
Store_3,SKU_134,10,7.81,2023-06-23
Store_2,SKU_121,14,7.99,2023-05-30
Store_8,SKU_109,12,7.41,2023-11-03
Store_8,SKU_176,20,6.1,2023-09-10
Store_3,SKU_138,1,23.8,2023-04-20
Store_10,SKU_148,11,11.85,2023-12-07
Store_10,SKU_117,10,9.04,2024-03-16
Store_8,SKU_140,6,24.17,2023-07-25
Store_5,SKU_194,16,24.24,2023-11-23
Store_6,SKU_148,9,20.69,2023-09-06
Store_6,SKU_114,19,6.2,2024-02-07
Store_9,SKU_103,15,23.66,2023-07-04
Store_8,SKU_137,3,20.75,2023-08-03
Store_8,SKU_117,10,7.19,2024-02-23
Store_7,SKU_148,3,12.05,2023-06-07
Store_10,SKU_151,18,13.41,2024-05-05
Store_9,SKU_104,12,17.99,2024-03-04
Store_2,SKU_198,8,16.95,2023-03-29
Store_3,SKU_182,20,2.54,2023-12-30
Store_6,SKU_155,4,1.75,2024-02-14
Store_4,SKU_165,17,14.61,2023-09-22
Store_8,SKU_147,13,12.38,2023-08-15
Store_3,SKU_144,1,12.85,2024-05-27
Store_7,SKU_110,4,21.04,2023-10-30
Store_6,SKU_139,11,12.2,2023-05-26
Store_9,SKU_161,12,12.69,2023-07-31
Store_8,SKU_140,3,8.56,2024-03-24
Store_1,SKU_143,4,17.41,2023-04-28
Store_4,SKU_166,6,14.47,2023-06-18
Store_9,SKU_154,15,6.95,2023-12-05
Store_3,SKU_123,14,10.8,2024-02-19
Store_8,SKU_175,14,10.64,2023-07-22
Store_4,SKU_135,3,15.07,2023-08-08
Store_6,SKU_141,7,12.25,2023-07-11
Store_8,SKU_167,11,15.53,2023-09-26
Store_10,SKU_114,12,9.77,2024-02-06
Store_10,SKU_122,10,23.09,2024-04-13
Store_3,SKU_140,4,7.11,2023-03-28
Store_3,SKU_147,5,13.5,2023-04-30
Store_10,SKU_117,19,10.52,2024-03-04
Store_8,SKU_181,18,17.8,2023-07-10
Store_9,SKU_121,16,8.29,2023-06-27
Store_6,SKU_157,20,2.76,2023-07-11
Store_1,SKU_162,5,6.09,2024-01-03
Store_9,SKU_164,16,11.11,2024-01-29
Store_7,SKU_190,15,12.98,2024-05-18
