customer_id,points_earned,txn_amount,txn_date
CUST_1598,102,81.38,2024-01-05
CUST_510,448,175.31,2023-11-13
CUST_3035,183,12.84,2023-12-13
CUST_1321,258,45.6,2024-03-15
CUST_416,206,67.96,2023-05-07
CUST_2333,151,226.29,2024-01-11
CUST_3538,209,140.49,2023-02-25
CUST_2219,371,290.59,2024-01-26
CUST_269,350,262.29,2023-05-24
CUST_2642,42,125.72,2024-03-07
CUST_1084,215,102.57,2023-03-29
CUST_3903,440,67.11,2023-09-14
CUST_2232,94,237.6,2023-02-08
CUST_2485,71,115.36,2023-03-08
CUST_4545,240,137.17,2023-08-30
CUST_487,402,17.79,2024-05-19
CUST_2220,477,110.31,2023-12-16
CUST_4892,115,243.64,2024-02-21
CUST_3264,132,203.8,2024-05-01
CUST_959,105,66.3,2024-06-11
CUST_2433,494,197.14,2023-11-28
CUST_1754,230,23.54,2023-07-18
CUST_1266,12,69.9,2024-02-07
CUST_459,76,195.01,2024-02-27
CUST_4080,26,139.25,2023-02-09
CUST_1944,470,124.73,2024-04-26
CUST_1981,56,135.97,2023-02-14
CUST_3566,18,140.16,2024-03-28
CUST_2200,469,121.5,2023-01-15
CUST_178,32,107.63,2024-03-17
CUST_530,308,178.0,2023-08-31
CUST_2242,147,187.84,2023-07-12
CUST_3184,53,115.56,2023-03-11
CUST_1529,414,172.23,2023-02-14
CUST_3412,345,60.13,2023-06-05
CUST_2755,480,106.61,2023-11-29
CUST_879,327,274.37,2023-11-08
CUST_356,276,193.75,2023-12-20
CUST_3554,206,17.26,2023-02-09
CUST_1908,146,13.83,2024-03-01
CUST_3118,459,293.12,2023-04-01
CUST_4634,121,45.77,2024-03-02
CUST_2035,203,68.21,2023-07-22
CUST_1413,283,19.01,2023-11-27
CUST_1547,101,224.8,2023-08-13
CUST_2111,152,87.39,2024-01-31
CUST_4183,58,127.52,2024-01-19
CUST_3406,476,37.82,2023-10-07
CUST_1295,335,156.26,2023-12-03
CUST_2685,488,187.54,2023-04-27
CUST_3380,248,97.48,2024-01-06
CUST_3987,363,249.84,2023-01-19
CUST_4678,58,137.27,2023-09-16
CUST_3470,18,204.07,2023-01-30
CUST_1140,186,137.5,2023-04-12
CUST_3218,25,55.04,2023-03-05
CUST_1211,145,274.75,2023-06-19
CUST_548,169,148.03,2024-03-24
CUST_3999,188,186.53,2024-02-24
CUST_269,410,243.68,2023-12-04
CUST_1495,441,42.82,2023-01-20
CUST_3651,480,233.82,2024-04-06
CUST_2485,417,197.1,2024-03-07
CUST_2541,363,171.47,2023-01-08
CUST_672,216,108.97,2023-01-30
CUST_1160,168,136.56,2023-03-13
CUST_2721,221,299.3,2023-05-18
CUST_526,82,255.34,2023-12-22
CUST_3456,415,242.38,2023-03-10
CUST_4111,381,192.6,2023-05-19
CUST_3129,474,41.67,2023-06-29
CUST_1466,480,54.12,2023-10-09
CUST_2395,265,93.23,2024-06-22
CUST_4271,186,266.97,2024-05-13
CUST_3458,280,31.36,2023-08-04
CUST_4420,21,196.0,2023-10-08
CUST_3081,128,273.37,2023-09-30
CUST_348,391,194.99,2023-02-09
CUST_3687,498,245.73,2023-05-18
CUST_3658,62,87.32,2023-04-06
CUST_1097,65,291.45,2023-04-19
CUST_2839,277,155.62,2023-02-11
CUST_2386,44,179.21,2024-05-30
CUST_3201,334,193.46,2023-07-20
CUST_3072,332,257.95,2023-06-22
CUST_743,406,74.26,2023-08-04
CUST_4793,140,132.96,2023-11-05
CUST_4195,45,218.69,2024-04-22
CUST_2765,493,269.42,2023-06-13
CUST_888,500,180.97,2023-05-12
CUST_4457,498,109.34,2023-08-30
CUST_1360,483,188.45,2023-05-18
CUST_536,169,281.15,2023-05-05
CUST_649,50,115.12,2023-08-19
CUST_3957,428,268.58,2023-11-15
CUST_69,141,262.68,2024-04-07
CUST_1865,50,239.25,2024-06-06
CUST_141,203,201.7,2023-06-28
CUST_1884,308,109.2,2023-11-18
CUST_2002,397,215.52,2023-11-14
CUST_2268,187,254.09,2024-06-10
CUST_1065,436,183.25,2023-03-20
CUST_4388,244,211.91,2023-08-03
CUST_2214,113,32.24,2024-06-06
CUST_2397,302,270.41,2024-03-24
CUST_4321,240,130.22,2023-09-27
CUST_1463,236,72.9,2023-10-15
CUST_4791,95,25.13,2023-01-07
CUST_4367,297,264.59,2023-04-14
CUST_3426,336,252.28,2023-03-04
CUST_1210,394,175.52,2023-07-21
CUST_457,50,43.37,2023-10-06
CUST_4176,486,15.91,2023-06-26
CUST_4429,417,19.99,2024-03-01
CUST_1981,97,275.5,2024-04-20
CUST_4704,247,266.08,2023-04-18
CUST_3724,261,53.59,2023-02-02
CUST_4559,327,296.52,2024-05-30
CUST_3434,474,270.28,2024-03-17
CUST_2738,227,114.88,2023-02-27
CUST_1911,153,292.85,2024-01-15
CUST_411,418,53.52,2023-01-24
CUST_676,220,29.91,2024-05-19
CUST_3746,237,102.08,2023-05-19
CUST_2122,459,70.91,2023-12-05
CUST_3504,58,252.52,2023-04-06
CUST_4837,274,42.18,2024-02-21
CUST_1410,343,261.98,2023-10-13
CUST_3031,305,62.27,2024-06-03
CUST_422,488,17.23,2023-09-05
CUST_2248,320,51.99,2023-10-30
CUST_3380,418,261.87,2023-09-30
CUST_3285,332,39.57,2024-04-24
CUST_1021,69,165.29,2024-02-25
CUST_297,391,24.34,2024-04-19
CUST_4698,90,27.36,2023-01-21
CUST_1891,236,169.95,2024-05-01
CUST_3290,174,114.12,2024-03-23
CUST_944,321,107.43,2024-04-29
CUST_3952,94,174.43,2023-12-06
CUST_2173,45,199.41,2023-07-15
CUST_2568,46,144.55,2024-03-04
CUST_1884,342,148.47,2024-05-23
CUST_1395,186,252.64,2024-05-11
CUST_3262,492,65.49,2023-01-30
CUST_991,90,233.83,2023-08-13
CUST_608,349,279.49,2024-01-04
CUST_4962,316,291.69,2023-02-01
CUST_1430,329,259.83,2023-04-21
CUST_1488,382,246.25,2024-06-23
CUST_3543,58,73.22,2024-06-19
CUST_794,10,65.12,2023-03-27
CUST_4258,23,141.83,2023-12-01
CUST_464,467,181.09,2023-03-29
CUST_474,489,208.81,2023-06-20
CUST_4754,127,158.3,2023-12-16
CUST_4991,477,276.47,2024-01-04
CUST_4273,346,97.74,2023-08-20
CUST_2668,381,89.92,2023-09-13
CUST_4479,485,42.91,2024-02-05
CUST_3147,98,249.87,2024-03-03
CUST_74,107,261.52,2023-02-18
CUST_3202,110,145.01,2023-08-27
CUST_3919,487,228.3,2023-12-19
CUST_4244,45,106.05,2023-02-06
CUST_3730,263,264.7,2023-01-13
CUST_1754,404,133.76,2023-08-20
CUST_3362,42,94.29,2023-07-09
CUST_3248,145,271.45,2023-11-07
CUST_2985,239,111.66,2023-12-30
CUST_545,41,268.21,2023-08-16
CUST_3360,453,134.09,2023-05-20
CUST_2538,444,281.95,2024-03-30
CUST_2614,237,281.11,2024-04-30
CUST_4287,314,289.14,2023-10-07
CUST_3054,189,48.11,2023-06-30
CUST_3321,186,68.8,2023-04-11
CUST_4648,138,89.92,2024-05-22
CUST_79,43,203.4,2023-09-15
CUST_4516,341,129.73,2023-12-08
CUST_4311,451,258.42,2024-03-03
CUST_3642,420,56.32,2023-06-25
CUST_2711,444,235.28,2023-09-20
CUST_1220,150,18.47,2023-07-13
CUST_1542,26,293.07,2023-05-22
CUST_1117,92,265.56,2023-03-16
CUST_1593,325,137.6,2023-10-16
CUST_296,64,23.84,2023-11-17
CUST_4682,162,43.68,2023-09-10
CUST_4828,38,27.9,2023-05-14
CUST_331,72,138.13,2023-11-06
CUST_2131,329,193.87,2024-05-09
CUST_4647,99,278.8,2023-04-10
CUST_1150,161,174.21,2023-07-27
CUST_916,13,181.27,2023-04-10
CUST_3698,25,208.07,2024-03-12
CUST_2425,328,28.53,2023-07-01
CUST_4732,451,186.62,2024-02-29
CUST_3745,339,171.62,2023-11-02
CUST_3795,222,51.48,2024-04-08
CUST_2235,391,275.36,2024-04-28
CUST_4970,116,275.03,2024-03-27
CUST_1203,70,281.1,2024-04-17
CUST_4543,99,31.25,2024-05-12
CUST_3962,319,237.79,2023-05-20
CUST_3312,389,158.76,2023-02-26
CUST_3223,158,61.53,2023-09-17
CUST_2031,164,116.07,2024-05-26
CUST_3170,107,206.02,2024-03-28
CUST_4201,446,221.51,2024-01-10
CUST_795,54,34.77,2023-07-17
CUST_2996,157,221.22,2023-08-09
CUST_2568,297,120.96,2023-07-04
CUST_2619,218,240.07,2023-10-08
CUST_2558,124,44.76,2023-10-25
CUST_4394,66,263.26,2023-06-17
CUST_3163,49,68.85,2024-01-18
CUST_1520,122,264.74,2024-05-27
CUST_280,372,94.63,2023-05-29
CUST_31,447,160.05,2024-03-16
CUST_3163,359,277.73,2023-10-27
CUST_2436,27,146.35,2024-03-28
CUST_4330,486,261.44,2023-10-22
CUST_890,273,148.54,2023-02-16
CUST_838,410,280.39,2024-05-09
CUST_4429,418,83.68,2023-01-23
CUST_2610,487,212.67,2023-03-25
CUST_4015,241,211.95,2023-06-13
CUST_2940,386,273.29,2023-03-16
CUST_2634,369,14.08,2024-05-20
CUST_3486,52,256.87,2023-07-29
CUST_1534,28,98.09,2023-09-02
CUST_2047,406,57.22,2024-02-12
CUST_1588,208,59.85,2023-06-24
CUST_782,338,254.22,2024-06-02
CUST_4612,328,281.48,2024-04-12
CUST_855,414,33.8,2023-03-23
CUST_3889,127,297.31,2023-01-27
CUST_737,418,228.49,2024-02-01
CUST_3748,469,41.81,2024-02-19
CUST_4831,499,288.81,2024-03-26
CUST_4294,44,120.42,2024-03-24
CUST_3110,260,37.43,2024-02-15
CUST_525,231,240.55,2023-10-05
CUST_3334,349,209.97,2023-06-27
CUST_336,37,139.1,2024-05-19
CUST_909,424,50.03,2023-06-15
CUST_1151,53,245.36,2023-03-16
CUST_3638,465,198.74,2023-05-07
CUST_4970,441,126.9,2023-01-20
CUST_3757,122,41.68,2023-06-07
CUST_3890,114,251.15,2024-03-15
CUST_4539,439,85.08,2023-06-03
CUST_3999,276,130.1,2024-03-17
CUST_3665,266,254.8,2023-04-05
CUST_2654,163,167.15,2023-01-10
CUST_1048,18,128.24,2023-04-26
CUST_3092,272,246.88,2023-05-10
CUST_3849,16,40.85,2023-09-12
CUST_4114,243,150.37,2023-09-30
CUST_4311,341,258.92,2024-01-11
CUST_4035,294,241.44,2023-05-09
CUST_2928,315,156.74,2023-05-29
CUST_4615,360,173.21,2023-08-09
CUST_4736,119,131.73,2024-05-18
CUST_2178,91,44.1,2024-03-06
CUST_660,475,221.28,2023-03-11
CUST_545,13,180.44,2024-02-05
CUST_1106,280,216.42,2023-03-09
CUST_3990,171,119.49,2024-05-05
CUST_1565,320,174.37,2023-12-26
CUST_4021,229,217.45,2023-08-06
CUST_1870,490,242.39,2024-04-23
CUST_2515,92,136.34,2024-03-07
CUST_3687,236,71.4,2024-03-01
CUST_2147,483,48.56,2023-03-31
CUST_2787,347,49.67,2023-07-26
CUST_1960,154,20.85,2023-10-02
CUST_593,368,225.11,2024-04-13
CUST_1161,402,220.5,2024-02-20
CUST_3571,142,149.44,2024-02-15
CUST_4274,232,18.16,2023-11-11
CUST_3144,138,297.0,2023-11-19
CUST_1879,50,215.41,2023-05-01
CUST_3291,211,274.36,2024-02-15
CUST_1257,323,213.5,2023-02-15
CUST_1175,325,98.07,2024-05-22
CUST_1657,382,112.87,2023-05-01
CUST_52,317,181.69,2024-02-25
CUST_2133,417,160.9,2023-03-19
CUST_4542,46,26.98,2024-02-16
CUST_2774,453,182.16,2024-03-15
CUST_10,114,196.06,2024-01-09
CUST_1205,230,59.77,2023-08-11
CUST_3889,175,16.28,2023-08-21
CUST_1716,88,286.88,2023-10-28
CUST_82,91,149.7,2024-03-05
CUST_3187,493,213.38,2023-10-08
CUST_2320,449,26.13,2023-07-06
CUST_1676,497,141.06,2024-06-13
CUST_4874,393,295.47,2023-12-10
CUST_4303,257,255.85,2024-01-01
CUST_1181,119,228.05,2023-02-25
CUST_533,32,227.41,2024-04-27
CUST_2504,31,224.89,2024-01-21
CUST_3687,492,98.59,2024-02-27
CUST_4298,207,153.6,2024-01-17
CUST_1074,156,220.38,2023-11-22
CUST_2238,438,38.88,2024-05-22
CUST_138,242,106.28,2024-01-14
CUST_2119,166,177.62,2024-02-29
CUST_4688,103,37.8,2023-09-11
CUST_4670,211,100.07,2023-05-03
CUST_505,449,91.98,2023-10-10
CUST_3281,197,94.34,2023-07-20
CUST_649,312,299.74,2023-11-28
CUST_412,35,195.77,2024-03-12
CUST_1243,228,207.57,2023-05-22
CUST_3456,262,264.17,2023-12-05
CUST_3440,202,48.98,2023-06-10
CUST_2277,471,218.08,2023-08-23
CUST_3797,413,167.51,2023-04-10
CUST_2474,277,206.42,2023-03-08
CUST_4400,322,214.41,2023-02-13
CUST_2953,383,198.44,2024-02-03
CUST_846,162,128.14,2024-01-27
CUST_954,364,32.31,2023-06-05
CUST_3124,285,144.66,2023-08-16
CUST_3923,150,296.08,2024-01-07
CUST_1422,375,157.41,2023-06-24
CUST_3978,16,206.71,2024-03-14
CUST_2525,484,147.53,2023-10-01
CUST_4413,208,173.78,2023-03-14
CUST_1863,468,184.81,2023-03-07
CUST_301,286,25.16,2023-09-18
CUST_1151,375,222.33,2024-02-22
CUST_2600,382,213.16,2023-08-26
CUST_827,154,63.37,2024-05-08
CUST_4806,121,277.95,2023-02-02
CUST_1496,485,214.47,2023-03-27
CUST_2748,412,200.21,2023-06-04
CUST_1877,496,107.16,2023-12-10
CUST_2360,71,57.72,2023-05-18
CUST_3395,216,212.09,2024-03-10
CUST_3487,297,269.0,2023-02-16
CUST_3378,410,229.97,2024-02-06
CUST_28,372,54.15,2023-02-14
CUST_2488,45,30.26,2023-12-06
CUST_974,335,48.17,2023-03-20
CUST_2938,27,54.86,2023-04-03
CUST_736,451,257.43,2024-01-20
CUST_2083,378,53.87,2024-01-14
CUST_746,340,89.16,2024-04-01
CUST_2552,479,113.78,2023-02-23
CUST_4391,251,127.82,2024-06-17
CUST_4153,491,158.16,2024-03-18
CUST_2066,485,190.97,2023-01-26
CUST_1279,204,18.03,2023-11-25
CUST_4111,500,117.02,2023-04-22
CUST_3149,151,297.99,2023-10-28
CUST_3983,84,246.37,2023-07-26
CUST_864,75,58.57,2023-04-20
CUST_2481,144,171.99,2023-03-21
CUST_1875,222,132.74,2024-02-20
CUST_1435,321,102.11,2023-02-03
CUST_4461,185,229.06,2023-10-02
CUST_2697,430,244.53,2024-04-02
CUST_3374,187,263.63,2023-07-08
CUST_311,431,26.46,2024-05-15
CUST_1142,278,212.91,2024-02-25
CUST_1579,460,236.68,2023-10-18
CUST_266,373,280.17,2023-05-30
CUST_763,228,22.58,2023-04-01
CUST_1458,324,208.82,2024-02-25
CUST_3552,56,66.48,2023-12-01
CUST_2656,415,39.66,2023-04-06
CUST_1667,263,84.79,2023-01-08
CUST_1016,418,53.54,2023-06-01
CUST_3435,485,188.32,2023-01-10
CUST_3164,28,24.26,2024-06-08
CUST_3823,442,208.43,2024-05-23
CUST_763,195,115.01,2024-04-02
CUST_3159,80,298.45,2023-12-05
CUST_4712,360,92.35,2023-07-12
CUST_2528,467,128.48,2024-03-02
CUST_2310,437,107.78,2023-03-06
CUST_3064,327,250.59,2024-06-06
CUST_4747,182,44.83,2023-01-08
CUST_4804,170,182.98,2023-01-30
CUST_2934,202,15.13,2023-03-04
CUST_1049,209,253.54,2023-08-09
CUST_1097,382,211.38,2024-02-20
CUST_448,129,38.13,2023-04-10
CUST_206,270,145.76,2023-09-12
CUST_1956,126,10.23,2023-02-04
CUST_2263,220,150.37,2023-06-16
CUST_3431,350,191.05,2024-05-06
CUST_4535,344,170.94,2024-03-06
CUST_43,227,282.42,2024-04-01
CUST_463,270,25.5,2023-04-02
CUST_62,250,200.17,2023-03-09
CUST_4058,97,61.03,2024-03-20
CUST_2774,189,43.48,2024-06-23
CUST_294,490,68.77,2024-04-03
CUST_2319,416,176.29,2023-07-27
CUST_628,349,24.51,2024-03-25
CUST_2807,428,152.78,2023-08-27
CUST_2740,461,164.84,2023-02-11
